,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
0,司荘,賃貸アパート,東京都新宿区北新宿２,東京メトロ丸ノ内線/西新宿駅 歩9分,東京メトロ丸ノ内線/中野坂上駅 歩8分,都営大江戸線/中野坂上駅 歩8分,築53年,2階建,2階,2万円,2000円,2万円/2万円/-/-,ワンルーム,6.2m
1,司荘,賃貸アパート,東京都新宿区北新宿２,東京メトロ丸ノ内線/西新宿駅 歩9分,東京メトロ丸ノ内線/中野坂上駅 歩8分,都営大江戸線/中野坂上駅 歩8分,築53年,2階建,1階,2.5万円,3000円,2.5万円/2.5万円/-/-,ワンルーム,9m
2,東京メトロ丸ノ内線 中野坂上駅 2階建 築53年,賃貸アパート,東京都新宿区北新宿２,東京メトロ丸ノ内線/中野坂上駅 歩8分,東京メトロ丸ノ内線/西新宿駅 歩9分,ＪＲ中央線/大久保駅 歩10分,築53年,2階建,2階,2万円,2000円,2万円/2万円/-/-,ワンルーム,6.2m
3,ＪＲ中央線 東中野駅 2階建 築48年,賃貸アパート,東京都新宿区北新宿４,ＪＲ中央線/東中野駅 歩8分,東京メトロ東西線/落合駅 歩8分,None,築48年,2階建,2階,2.4万円,1000円,-/-/-/-,1K,10.74m
4,名越荘,賃貸アパート,東京都新宿区赤城下町,東京メトロ東西線/神楽坂駅 歩4分,東京メトロ有楽町線/江戸川橋駅 歩7分,都営大江戸線/牛込神楽坂駅 歩9分,築65年,2階建,2階,2.7万円,-,2.7万円/2.7万円/-/-,ワンルーム,9.9m
5,川村アパート,賃貸アパート,東京都新宿区喜久井町,東京メトロ東西線/早稲田駅 歩2分,都営大江戸線/若松河田駅 歩12分,都営大江戸線/牛込柳町駅 歩13分,築45年,2階建,2階,2.6万円,2000円,2.6万円/2.6万円/-/-,ワンルーム,8.25m
6,都営大江戸線 落合南長崎駅 2階建 築41年,賃貸アパート,東京都新宿区西落合３,都営大江戸線/落合南長崎駅 歩2分,西武池袋線/東長崎駅 歩12分,西武新宿線/中井駅 歩13分,築41年,2階建,2階,2.6万円,2500円,2.6万円/2.6万円/-/-,1K,9.72m
7,早川荘　別館,賃貸アパート,東京都新宿区早稲田南町,東京メトロ東西線/早稲田駅 歩1分,都営大江戸線/牛込柳町駅 歩11分,都電荒川線/早稲田駅 歩12分,築56年,2階建,2階,2.9万円,1000円,2.9万円/2.9万円/-/-,1K,10m
8,東京メトロ東西線 早稲田駅 2階建 築56年,賃貸アパート,東京都新宿区早稲田南町,東京メトロ東西線/早稲田駅 歩1分,都営大江戸線/牛込柳町駅 歩11分,東京メトロ東西線/神楽坂駅 歩14分,築56年,2階建,2階,2.9万円,1000円,2.9万円/2.9万円/-/-,ワンルーム,10m
9,ＪＲ山手線 高田馬場駅 2階建 築47年,賃貸アパート,東京都新宿区高田馬場４,ＪＲ山手線/高田馬場駅 歩9分,西武新宿線/下落合駅 歩15分,東京メトロ副都心線/西早稲田駅 歩15分,築47年,2階建,1階,2.7万円,3000円,-/-/-/-,1K,8m
10,狩野荘,賃貸アパート,東京都新宿区弁天町,東京メトロ東西線/神楽坂駅 歩10分,東京メトロ東西線/早稲田駅 歩4分,都営大江戸線/牛込柳町駅 歩11分,築43年,2階建,1階,2.9万円,1000円,2.9万円/2.9万円/-/-,ワンルーム,7.43m
11,プティハウス,賃貸マンション,東京都新宿区若松町,都営大江戸線/若松河田駅 歩4分,東京メトロ東西線/早稲田駅 歩9分,東京メトロ副都心線/東新宿駅 歩18分,築17年,3階建,3階,3万円,-,-/-/3万円/1万円,ワンルーム,4.6m
12,越後屋アパート,賃貸アパート,東京都新宿区北新宿４,ＪＲ中央線/東中野駅 歩4分,None,None,築40年,2階建,2階,2.9万円,1600円,2.9万円/-/-/-,ワンルーム,12m
13,ＪＲ中央線 東中野駅 2階建 築40年,賃貸アパート,東京都新宿区北新宿４,ＪＲ中央線/東中野駅 歩4分,東京メトロ東西線/落合駅 歩10分,ＪＲ中央線/大久保駅 歩15分,築40年,2階建,2階,2.9万円,1600円,2.9万円/-/-/-,1K,12m
14,青柳荘,賃貸マンション,東京都新宿区喜久井町,都営大江戸線/牛込柳町駅 歩5分,東京メトロ東西線/早稲田駅 歩7分,都営大江戸線/若松河田駅 歩9分,築49年,3階建,2階,2.9万円,3000円,2.9万円/-/-/-,ワンルーム,12m
15,都営大江戸線 牛込柳町駅 3階建 築49年,賃貸アパート,東京都新宿区喜久井町,都営大江戸線/牛込柳町駅 歩5分,東京メトロ東西線/早稲田駅 歩7分,都営大江戸線/若松河田駅 歩11分,築49年,3階建,2階,2.9万円,3000円,-/-/-/-,ワンルーム,12m
16,ハイム葵,賃貸アパート,東京都新宿区高田馬場２,ＪＲ山手線/高田馬場駅 歩6分,東京メトロ副都心線/西早稲田駅 歩10分,東京メトロ東西線/高田馬場駅 歩5分,築52年,2階建,2階,3万円,3000円,3万円/3万円/-/-,ワンルーム,13m
17,伊豆荘,賃貸アパート,東京都新宿区北新宿２,東京メトロ丸ノ内線/西新宿駅 歩9分,東京メトロ丸ノ内線/中野坂上駅 歩9分,ＪＲ中央線/大久保駅 歩14分,築58年,2階建,2階,3.3万円,-,3.3万円/3.3万円/-/-,ワンルーム,12.37m
18,東京メトロ副都心線 西早稲田駅 2階建 築41年,賃貸アパート,東京都新宿区戸山３,東京メトロ副都心線/西早稲田駅 歩1分,ＪＲ山手線/高田馬場駅 歩15分,都電荒川線/面影橋駅 歩10分,築41年,2階建,1階,2.85万円,4500円,2.85万円/-/-/-,1K,11.34m
19,広瀬アパート,賃貸マンション,東京都新宿区戸山３,ＪＲ山手線/高田馬場駅 歩12分,東京メトロ副都心線/西早稲田駅 歩1分,東京メトロ東西線/早稲田駅 歩14分,築41年,2階建,1階,2.85万円,4500円,2.85万円/-/-/-,1K,11.34m
20,東京メトロ東西線 早稲田駅 4階建 築48年,賃貸マンション,東京都新宿区西早稲田１,東京メトロ東西線/早稲田駅 歩8分,東京メトロ東西線/神楽坂駅 歩20分,ＪＲ山手線/高田馬場駅 歩20分,築48年,4階建,4階,3万円,3000円,3万円/3万円/-/-,ワンルーム,8.4m
21,かなめ荘,賃貸アパート,東京都新宿区北新宿２,東京メトロ丸ノ内線/西新宿駅 歩8分,東京メトロ丸ノ内線/中野坂上駅 歩8分,ＪＲ中央線/東中野駅 歩15分,築37年,2階建,2階,3.5万円,-,3.5万円/-/-/-,2K,16.53m
22,鈴木荘,賃貸アパート,東京都新宿区西早稲田１,都電荒川線/早稲田駅 歩6分,都電荒川線/面影橋駅 歩10分,東京メトロ東西線/早稲田駅 歩8分,築31年,2階建,1階,3.5万円,-,3.5万円/3.5万円/-/-,ワンルーム,10m
23,狩野荘,賃貸アパート,東京都新宿区弁天町,東京メトロ東西線/神楽坂駅 歩10分,東京メトロ東西線/早稲田駅 歩4分,都営大江戸線/牛込柳町駅 歩11分,築43年,2階建,1階,3.4万円,1000円,3.4万円/3.4万円/-/-,ワンルーム,9.75m
24,東京メトロ丸ノ内線 四ツ谷駅 2階建 築59年,賃貸アパート,東京都新宿区若葉２,東京メトロ丸ノ内線/四ツ谷駅 歩10分,東京メトロ丸ノ内線/四谷三丁目駅 歩10分,ＪＲ中央線/信濃町駅 歩11分,築59年,2階建,2階,3.3万円,2500円,3.3万円/-/-/-,1K,9.12m
25,持田アパート,賃貸アパート,東京都新宿区矢来町,東京メトロ東西線/神楽坂駅 歩2分,東京メトロ有楽町線/江戸川橋駅 歩8分,都営大江戸線/牛込神楽坂駅 歩9分,築67年,2階建,2階,3.6万円,-,3.6万円/-/-/-,ワンルーム,14m
26,栗林方,賃貸アパート,東京都新宿区早稲田町,東京メトロ東西線/早稲田駅 歩6分,都営大江戸線/牛込柳町駅 歩10分,東京メトロ有楽町線/江戸川橋駅 歩11分,築59年,2階建,2階,3.5万円,1000円,3.5万円/3.5万円/-/-,ワンルーム,13.83m
27,八木コーポ,賃貸アパート,東京都新宿区西早稲田３,ＪＲ山手線/高田馬場駅 歩11分,東京メトロ副都心線/西早稲田駅 歩11分,都電荒川線/面影橋駅 歩3分,築54年,2階建,1階,3.4万円,2000円,3.4万円/6.8万円/-/-,ワンルーム,12m
28,若松荘,賃貸アパート,東京都新宿区弁天町,東京メトロ東西線/早稲田駅 歩5分,都営大江戸線/牛込柳町駅 歩8分,東京メトロ東西線/神楽坂駅 歩14分,築56年,2階建,1階,3.3万円,3000円,3.3万円/-/-/-,ワンルーム,10m
29,馬場下荘,賃貸アパート,東京都新宿区馬場下町,東京メトロ東西線/早稲田駅 歩1分,東京メトロ副都心線/西早稲田駅 歩15分,東京メトロ東西線/神楽坂駅 歩20分,築54年,2階建,2階,3.5万円,1500円,3.5万円/3.5万円/-/-,ワンルーム,15m
30,四谷4丁目マンション,賃貸マンション,東京都新宿区四谷４,東京メトロ丸ノ内線/新宿御苑前駅 歩8分,ＪＲ山手線/新宿駅 歩19分,東京メトロ丸ノ内線/四谷三丁目駅 歩9分,築48年,6階建,6階,3.3万円,4000円,4.95万円/3.3万円/-/-,ワンルーム,13m
31,四谷4丁目マンション,賃貸マンション,東京都新宿区四谷４,東京メトロ丸ノ内線/新宿御苑前駅 歩8分,ＪＲ山手線/新宿駅 歩19分,東京メトロ丸ノ内線/四谷三丁目駅 歩9分,築48年,6階建,6階,3.3万円,4000円,3.3万円/6.6万円/-/-,ワンルーム,13m
32,山田アパート,賃貸アパート,東京都新宿区改代町,東京メトロ有楽町線/江戸川橋駅 歩3分,東京メトロ東西線/神楽坂駅 歩8分,都営大江戸線/牛込神楽坂駅 歩11分,築56年,2階建,2階,3.7万円,-,3.7万円/3.7万円/-/-,1K,13m
33,大墨荘,賃貸アパート,東京都新宿区山吹町,東京メトロ有楽町線/江戸川橋駅 歩4分,東京メトロ東西線/神楽坂駅 歩5分,都営大江戸線/牛込神楽坂駅 歩13分,築52年,2階建,2階,3.7万円,-,3.7万円/3.7万円/-/-,ワンルーム,9.92m
34,川畑荘,賃貸アパート,東京都新宿区神楽坂６,東京メトロ東西線/神楽坂駅 歩2分,都営大江戸線/牛込神楽坂駅 歩4分,ＪＲ総武線/飯田橋駅 歩10分,築65年,2階建,2階,3.8万円,-,3.8万円/3.8万円/-/-,ワンルーム,12.4m
35,川畑荘,賃貸アパート,東京都新宿区神楽坂６,東京メトロ東西線/神楽坂駅 歩2分,都営大江戸線/牛込神楽坂駅 歩4分,ＪＲ総武線/飯田橋駅 歩10分,築65年,2階建,2階,3.8万円,-,3.8万円/3.8万円/-/-,ワンルーム,12.4m
36,小林アパート,賃貸アパート,東京都新宿区榎町,東京メトロ東西線/早稲田駅 歩5分,東京メトロ東西線/神楽坂駅 歩6分,東京メトロ有楽町線/江戸川橋駅 歩10分,築45年,2階建,2階,3.78万円,2000円,3.78万円/-/-/-,ワンルーム,7.44m
37,清水ビル,賃貸アパート,東京都新宿区矢来町,東京メトロ東西線/神楽坂駅 歩3分,都営大江戸線/牛込神楽坂駅 歩6分,東京メトロ有楽町線/江戸川橋駅 歩12分,築43年,3階建,1階,4万円,-,8万円/4万円/-/-,ワンルーム,12.38m
38,神楽坂アパート,賃貸アパート,東京都新宿区神楽坂２,ＪＲ総武線/飯田橋駅 歩2分,都営大江戸線/牛込神楽坂駅 歩7分,None,築40年,2階建,2階,4万円,-,4万円/4万円/-/-,ワンルーム,9.72m
39,モン・リブレ・ジョリ,賃貸アパート,東京都新宿区中落合４,都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩7分,東京メトロ東西線/落合駅 歩15分,築8年,2階建,1階,3万円,10000円,3万円/-/-/-,ワンルーム,6.6m
40,ＪＲ山手線 高田馬場駅 2階建 築41年,賃貸アパート,東京都新宿区高田馬場４,ＪＲ山手線/高田馬場駅 歩9分,西武新宿線/下落合駅 歩12分,東京メトロ副都心線/西早稲田駅 歩14分,築41年,2階建,1階,3.8万円,2500円,3.8万円/3.8万円/-/-,ワンルーム,12m
41,神楽坂しのぶ荘,賃貸アパート,東京都新宿区水道町,東京メトロ東西線/神楽坂駅 歩5分,東京メトロ有楽町線/江戸川橋駅 歩6分,都営大江戸線/牛込神楽坂駅 歩9分,築51年,2階建,2階,3.8万円,3000円,-/3.8万円/-/-,ワンルーム,10m
42,東京メトロ副都心線 西早稲田駅 2階建 築42年,賃貸アパート,東京都新宿区西早稲田２,東京メトロ副都心線/西早稲田駅 歩8分,都電荒川線/面影橋駅 歩9分,都電荒川線/早稲田駅 歩9分,築42年,2階建,2階,3.8万円,3000円,3.8万円/3.8万円/-/-,ワンルーム,9m
43,東京メトロ副都心線 西早稲田駅 2階建 築42年,賃貸アパート,東京都新宿区西早稲田２,東京メトロ副都心線/西早稲田駅 歩8分,都電荒川線/面影橋駅 歩9分,都電荒川線/早稲田駅 歩9分,築42年,2階建,2階,3.9万円,3000円,3.9万円/3.9万円/-/-,ワンルーム,7.29m
44,エコー中落合,賃貸アパート,東京都新宿区中落合４,都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩8分,西武池袋線/東長崎駅 歩14分,築28年,2階建,1階,4.2万円,-,4.2万円/4.2万円/-/-,ワンルーム,12m
45,エコー中落合,賃貸アパート,東京都新宿区中落合４,都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩8分,西武池袋線/東長崎駅 歩14分,築28年,2階建,1階,11.1万円,7000円,11.1万円/11.1万円/-/-,1LDK,34.12m
46,エコー中落合,賃貸アパート,東京都新宿区中落合４,都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩8分,西武池袋線/東長崎駅 歩14分,築28年,2階建,2階,13.4万円,7000円,13.4万円/13.4万円/-/-,1LDK,47.14m
47,吾妻荘,賃貸アパート,東京都新宿区西新宿４,都営大江戸線/西新宿五丁目駅 歩2分,都営大江戸線/都庁前駅 歩10分,東京メトロ丸ノ内線/西新宿駅 歩14分,築48年,2階建,1階,4万円,2000円,4万円/4万円/-/-,ワンルーム,14.5m
48,ＪＲ山手線 新宿駅 2階建 築48年,賃貸アパート,東京都新宿区西新宿４,ＪＲ山手線/新宿駅 歩17分,都営大江戸線/西新宿五丁目駅 歩2分,東京メトロ丸ノ内線/西新宿駅 歩13分,築48年,2階建,1階,4万円,2000円,4万円/4万円/-/-,1K,14.5m
49,琴富貴荘,賃貸アパート,東京都新宿区須賀町,東京メトロ丸ノ内線/四谷三丁目駅 歩10分,ＪＲ中央線/信濃町駅 歩10分,ＪＲ総武線/四ツ谷駅 歩12分,築53年,2階建,1階,4.2万円,-,4.2万円/-/-/-,ワンルーム,14.04m
50,都営大江戸線 落合南長崎駅 3階建 築26年,賃貸アパート,東京都新宿区中落合４,都営大江戸線/落合南長崎駅 歩4分,西武新宿線/中井駅 歩8分,東京メトロ東西線/落合駅 歩18分,築26年,3階建,2階,4.2万円,-,4.2万円/4.2万円/-/-,ワンルーム,12m
51,日本館,賃貸アパート,東京都新宿区高田馬場１,東京メトロ副都心線/西早稲田駅 歩1分,ＪＲ山手線/高田馬場駅 歩8分,東京メトロ東西線/早稲田駅 歩18分,築82年,2階建,1階,4.2万円,-,-/-/-/-,ワンルーム,9.72m
52,カーサ早稲田,賃貸マンション,東京都新宿区西早稲田１,東京メトロ東西線/早稲田駅 歩5分,都電荒川線/早稲田駅 歩9分,都電荒川線/面影橋駅 歩11分,築38年,7階建,1階,4.3万円,-,4.3万円/4.3万円/-/-,ワンルーム,17.5m
53,ＪＲ山手線 新大久保駅 4階建 築42年,賃貸マンション,東京都新宿区百人町２,ＪＲ山手線/新大久保駅 歩3分,ＪＲ総武線/大久保駅 歩6分,西武新宿線/西武新宿駅 歩13分,築42年,4階建,4階,4.3万円,-,-/4.3万円/-/-,ワンルーム,9m
54,ＪＲ山手線 新大久保駅 4階建 築42年,賃貸マンション,東京都新宿区百人町２,ＪＲ山手線/新大久保駅 歩3分,ＪＲ総武線/大久保駅 歩6分,西武新宿線/西武新宿駅 歩13分,築42年,4階建,4階,4.3万円,13000円,-/4.3万円/-/-,ワンルーム,9m
55,東京メトロ東西線 落合駅 2階建 築36年,賃貸アパート,東京都新宿区上落合３,東京メトロ東西線/落合駅 歩5分,西武新宿線/中井駅 歩7分,ＪＲ中央線/東中野駅 歩13分,築36年,2階建,1階,4.2万円,2000円,4.2万円/4.2万円/-/-,ワンルーム,12m
56,村上荘,賃貸アパート,東京都新宿区南山伏町,都営大江戸線/牛込神楽坂駅 歩5分,都営大江戸線/牛込柳町駅 歩6分,東京メトロ東西線/神楽坂駅 歩9分,築45年,2階建,2階,4.5万円,-,4.5万円/9万円/-/-,1K,21.45m
57,東京メトロ東西線 早稲田駅 2階建 築39年,賃貸アパート,東京都新宿区早稲田鶴巻町,東京メトロ東西線/早稲田駅 歩5分,東京メトロ有楽町線/江戸川橋駅 歩8分,東京メトロ東西線/神楽坂駅 歩10分,築39年,2階建,1階,4.5万円,-,4.5万円/4.5万円/-/-,1K,17m
58,西新宿５丁目鈴木荘,賃貸アパート,東京都新宿区西新宿５,都営大江戸線/西新宿五丁目駅 歩4分,都営大江戸線/都庁前駅 歩12分,東京メトロ丸ノ内線/西新宿駅 歩13分,築45年,2階建,2階,4.5万円,-,4.5万円/4.5万円/-/-,1K,16m
59,東京メトロ東西線 神楽坂駅 5階建 築48年,賃貸マンション,東京都新宿区天神町,東京メトロ東西線/神楽坂駅 歩4分,東京メトロ有楽町線/江戸川橋駅 歩5分,東京メトロ東西線/早稲田駅 歩9分,築48年,5階建,5階,4.5万円,-,4.5万円/4.5万円/-/-,ワンルーム,15m
60,東京メトロ東西線 神楽坂駅 5階建 築48年,賃貸マンション,東京都新宿区天神町,東京メトロ東西線/神楽坂駅 歩4分,東京メトロ有楽町線/江戸川橋駅 歩5分,東京メトロ東西線/早稲田駅 歩9分,築48年,5階建,5階,5万円,-,5万円/5万円/-/-,ワンルーム,14.85m
61,ハイツ大久保,賃貸マンション,東京都新宿区下落合３,ＪＲ山手線/池袋駅 歩17分,ＪＲ山手線/目白駅 歩7分,西武池袋線/椎名町駅 歩10分,築30年,3階建,2階,4.2万円,3000円,4.2万円/-/-/-,ワンルーム,14.95m
62,ＪＲ山手線 目白駅 3階建 築30年,賃貸マンション,東京都新宿区下落合３,ＪＲ山手線/目白駅 歩7分,西武池袋線/椎名町駅 歩11分,西武新宿線/下落合駅 歩18分,築30年,3階建,2階,4.2万円,3000円,4.2万円/-/-/-,ワンルーム,14.95m
63,Ｙ・Ｄ・Ｉハウス,賃貸アパート,東京都新宿区赤城下町,東京メトロ東西線/神楽坂駅 歩6分,東京メトロ有楽町線/江戸川橋駅 歩6分,東京メトロ有楽町線/飯田橋駅 歩16分,築47年,3階建,1階,4.2万円,3000円,4.2万円/4.2万円/-/-,ワンルーム,12.6m
64,Ｙ・Ｄ・Ｉハウス,賃貸アパート,東京都新宿区赤城下町,東京メトロ東西線/神楽坂駅 歩6分,東京メトロ有楽町線/江戸川橋駅 歩6分,東京メトロ有楽町線/飯田橋駅 歩16分,築47年,3階建,2階,4.2万円,3000円,4.2万円/4.2万円/-/-,ワンルーム,11.49m
65,ア－バンハイツ落合,賃貸マンション,東京都新宿区中井１,都営大江戸線/中井駅 歩6分,東京メトロ東西線/落合駅 歩8分,ＪＲ中央線/東中野駅 歩15分,築27年,3階建,1階,4.5万円,-,-/-/-/-,ワンルーム,12m
66,コーポ宮本,賃貸マンション,東京都新宿区上落合３,東京メトロ東西線/落合駅 歩6分,都営大江戸線/中井駅 歩5分,ＪＲ中央線/東中野駅 歩12分,築35年,3階建,3階,4.5万円,-,4.5万円/-/-/-,ワンルーム,11m
67,コーポ宮本,賃貸マンション,東京都新宿区上落合３,東京メトロ東西線/落合駅 歩6分,都営大江戸線/中井駅 歩5分,ＪＲ中央線/東中野駅 歩12分,築35年,3階建,3階,4.5万円,1000円,4.5万円/-/-/-,ワンルーム,11m
68,東京メトロ東西線 落合駅 3階建 築35年,賃貸アパート,東京都新宿区上落合３,東京メトロ東西線/落合駅 歩6分,西武新宿線/中井駅 歩6分,ＪＲ総武線/東中野駅 歩10分,築35年,3階建,3階,4.5万円,-,4.5万円/-/-/-,ワンルーム,11m
69,東京メトロ東西線 落合駅 3階建 築35年,賃貸アパート,東京都新宿区上落合３,東京メトロ東西線/落合駅 歩6分,西武新宿線/中井駅 歩6分,ＪＲ総武線/東中野駅 歩10分,築35年,3階建,3階,4.5万円,1000円,4.5万円/-/-/-,ワンルーム,11m
70,東京メトロ東西線 神楽坂駅 2階建 築52年,賃貸アパート,東京都新宿区横寺町,東京メトロ東西線/神楽坂駅 歩2分,都営大江戸線/牛込神楽坂駅 歩5分,東京メトロ有楽町線/江戸川橋駅 歩13分,築52年,2階建,2階,4.3万円,2000円,4.3万円/4.3万円/-/-,ワンルーム,9.73m
71,ライブコア中井II,賃貸アパート,東京都新宿区中落合３,都営大江戸線/落合南長崎駅 歩2分,西武新宿線/中井駅 歩10分,西武池袋線/椎名町駅 歩14分,築28年,2階建,1階,4.3万円,2000円,4.3万円/-/-/-,ワンルーム,7.52m
72,都営大江戸線 東新宿駅 5階建 築35年,賃貸マンション,東京都新宿区新宿７,都営大江戸線/東新宿駅 歩6分,都営大江戸線/若松河田駅 歩6分,ＪＲ山手線/新宿駅 歩14分,築35年,5階建,4階,3.5万円,10000円,-/-/1.5万円/-,ワンルーム,6m
73,都営大江戸線 東新宿駅 5階建 築35年,賃貸マンション,東京都新宿区新宿７,都営大江戸線/東新宿駅 歩6分,都営大江戸線/若松河田駅 歩6分,ＪＲ山手線/新宿駅 歩14分,築35年,5階建,3階,3.5万円,10000円,-/-/1.5万円/-,ワンルーム,6m
74,矢壁アパート,賃貸アパート,東京都新宿区左門町,東京メトロ丸ノ内線/四谷三丁目駅 歩4分,ＪＲ中央線/信濃町駅 歩8分,東京メトロ丸ノ内線/四ツ谷駅 歩14分,築49年,2階建,2階,4.5万円,1000円,4.5万円/4.5万円/-/-,1K,14.87m
75,カーサ中井,賃貸アパート,東京都新宿区中井１,西武新宿線/中井駅 歩3分,都営大江戸線/中井駅 歩4分,西武新宿線/下落合駅 歩14分,築35年,2階建,1階,4.4万円,2000円,4.4万円/4.4万円/-/-,ワンルーム,10m
76,西山荘,賃貸アパート,東京都新宿区北新宿１,東京メトロ丸ノ内線/西新宿駅 歩10分,ＪＲ中央線/大久保駅 歩12分,東京メトロ丸ノ内線/中野坂上駅 歩14分,築52年,2階建,2階,4.5万円,2000円,4.5万円/4.5万円/-/-,ワンルーム,18m
77,星光荘,賃貸アパート,東京都新宿区西新宿７,東京メトロ丸ノ内線/西新宿駅 歩4分,西武新宿線/西武新宿駅 歩8分,都営大江戸線/新宿西口駅 歩10分,築46年,2階建,2階,4.8万円,-,4.8万円/4.8万円/-/-,1K,20.66m
78,星光荘,賃貸アパート,東京都新宿区西新宿７,東京メトロ丸ノ内線/西新宿駅 歩4分,西武新宿線/西武新宿駅 歩8分,都営大江戸線/新宿西口駅 歩10分,築46年,2階建,2階,4.8万円,-,4.8万円/4.8万円/-/-,1K,16.53m
79,寿ハイム,賃貸アパート,東京都新宿区百人町２,ＪＲ中央線/大久保駅 歩4分,ＪＲ山手線/新大久保駅 歩8分,None,築51年,2階建,2階,4.8万円,-,4.8万円/4.8万円/-/-,ワンルーム,13.22m
80,第３育真ビル,賃貸マンション,東京都新宿区西早稲田１,東京メトロ東西線/早稲田駅 歩9分,都電荒川線/早稲田駅 歩1分,None,築32年,4階建,3階,4.5万円,3000円,4.5万円/4.5万円/-/-,ワンルーム,13m
81,北原荘,賃貸アパート,東京都新宿区神楽坂２,東京メトロ東西線/飯田橋駅 歩3分,都営大江戸線/牛込神楽坂駅 歩5分,ＪＲ総武線/飯田橋駅 歩4分,築50年,2階建,2階,4.8万円,-,4.8万円/4.8万円/-/-,ワンルーム,12.96m
82,東京メトロ東西線 早稲田駅 2階建 築33年,賃貸マンション,東京都新宿区西早稲田１,東京メトロ東西線/早稲田駅 歩9分,東京メトロ副都心線/西早稲田駅 歩15分,ＪＲ山手線/高田馬場駅 歩20分,築33年,2階建,2階,3.6万円,12000円,-/3.6万円/-/-,1K,5.3m
83,プラザ早稲田,賃貸マンション,東京都新宿区西早稲田１,都電荒川線/早稲田駅 歩3分,東京メトロ東西線/早稲田駅 歩7分,ＪＲ山手線/高田馬場駅 歩23分,築33年,4階建,2階,3.6万円,12000円,-/3.6万円/-/-,ワンルーム,5.3m
84,プラザ早稲田,賃貸マンション,東京都新宿区西早稲田１,都電荒川線/早稲田駅 歩3分,東京メトロ東西線/早稲田駅 歩7分,ＪＲ山手線/高田馬場駅 歩23分,築33年,4階建,2階,3.6万円,12000円,-/3.6万円/-/-,ワンルーム,5.3m
85,プラザ早稲田,賃貸マンション,東京都新宿区西早稲田１,都電荒川線/早稲田駅 歩3分,東京メトロ東西線/早稲田駅 歩7分,ＪＲ山手線/高田馬場駅 歩23分,築33年,4階建,3階,3.7万円,12000円,-/3.7万円/-/-,ワンルーム,5.3m
86,プラザ早稲田,賃貸マンション,東京都新宿区西早稲田１,都電荒川線/早稲田駅 歩3分,東京メトロ東西線/早稲田駅 歩7分,ＪＲ山手線/高田馬場駅 歩23分,築33年,4階建,4階,3.8万円,12000円,-/3.8万円/-/-,ワンルーム,5.3m
87,都営大江戸線 東新宿駅 4階建 築38年,賃貸マンション,東京都新宿区大久保１,都営大江戸線/東新宿駅 歩1分,東京メトロ丸ノ内線/新宿三丁目駅 歩10分,ＪＲ山手線/新宿駅 歩13分,築38年,4階建,3階,3.8万円,10000円,-/-/1.8万円/-,ワンルーム,5m
88,都営大江戸線 東新宿駅 4階建 築38年,賃貸マンション,東京都新宿区大久保１,都営大江戸線/東新宿駅 歩1分,東京メトロ丸ノ内線/新宿三丁目駅 歩10分,ＪＲ山手線/新宿駅 歩13分,築38年,4階建,3階,3.8万円,10000円,-/-/1.8万円/-,ワンルーム,5m
89,都営大江戸線 落合南長崎駅 2階建 築38年,賃貸アパート,東京都新宿区西落合２,都営大江戸線/落合南長崎駅 歩10分,西武新宿線/新井薬師前駅 歩12分,西武池袋線/東長崎駅 歩18分,築38年,2階建,2階,4.8万円,1000円,4.8万円/4.8万円/-/-,ワンルーム,14.85m
90,ピア下落合,賃貸アパート,東京都新宿区高田馬場３,西武新宿線/下落合駅 歩3分,ＪＲ山手線/高田馬場駅 歩11分,東京メトロ東西線/落合駅 歩14分,築30年,2階建,2階,4.9万円,-,4.9万円/4.9万円/-/-,ワンルーム,12.71m
91,東京メトロ有楽町線 江戸川橋駅 4階建 築29年,賃貸マンション,東京都新宿区山吹町,東京メトロ有楽町線/江戸川橋駅 歩6分,東京メトロ東西線/神楽坂駅 歩11分,東京メトロ東西線/早稲田駅 歩10分,築29年,4階建,2階,5万円,-,5万円/5万円/-/-,ワンルーム,15m
92,成山荘,賃貸アパート,東京都新宿区北新宿２,東京メトロ丸ノ内線/西新宿駅 歩9分,東京メトロ丸ノ内線/中野坂上駅 歩9分,ＪＲ中央線/大久保駅 歩15分,築52年,2階建,2階,4.8万円,2000円,4.8万円/4.8万円/-/-,ワンルーム,14m
93,ＪＲ中央線 四ツ谷駅 2階建 築45年,賃貸アパート,東京都新宿区若葉３,ＪＲ中央線/四ツ谷駅 歩10分,ＪＲ中央線/信濃町駅 歩8分,東京メトロ丸ノ内線/四谷三丁目駅 歩12分,築45年,2階建,1階,5万円,-,5万円/5万円/-/-,ワンルーム,11.86m
94,ＪＲ中央線 四ツ谷駅 2階建 築45年,賃貸アパート,東京都新宿区若葉３,ＪＲ中央線/四ツ谷駅 歩10分,ＪＲ中央線/信濃町駅 歩8分,東京メトロ丸ノ内線/四谷三丁目駅 歩12分,築45年,2階建,1階,5.2万円,-,5.2万円/5.2万円/-/-,ワンルーム,13.78m
