,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
44,ホテルブーゲンビリア新宿,賃貸マンション,東京都渋谷区笹塚１,京王線/笹塚駅 歩4分,京王線/代田橋駅 歩8分,京王井の頭線/新代田駅 歩17分,築31年,10階建,4階,4.9万円,3000円,4.9万円/4.9万円/-/-,ワンルーム,17.4m
45,ホテルブーゲンビリア新宿,賃貸マンション,東京都渋谷区笹塚１,京王線/笹塚駅 歩4分,京王線/代田橋駅 歩8分,京王井の頭線/新代田駅 歩17分,築31年,10階建,4階,4.5万円,10000円,4.5万円/4.5万円/-/-,ワンルーム,17.4m
46,ホテルブーゲンビリア新宿,賃貸マンション,東京都渋谷区笹塚１,京王線/笹塚駅 歩4分,京王線/代田橋駅 歩8分,京王井の頭線/新代田駅 歩17分,築31年,10階建,8階,5.3万円,5000円,5.3万円/5.3万円/-/-,ワンルーム,14.52m
47,京王線 笹塚駅 10階建 築31年,賃貸マンション,東京都渋谷区笹塚１,京王線/笹塚駅 歩4分,京王線/代田橋駅 歩8分,京王井の頭線/新代田駅 歩17分,築31年,10階建,4階,4.9万円,3000円,4.9万円/4.9万円/-/-,ワンルーム,17.4m
48,京王線 笹塚駅 10階建 築31年,賃貸マンション,東京都渋谷区笹塚１,京王線/笹塚駅 歩4分,京王線/代田橋駅 歩8分,京王井の頭線/新代田駅 歩17分,築31年,10階建,4階,4.5万円,10000円,4.5万円/4.5万円/-/-,ワンルーム,17.4m
49,京王線 笹塚駅 10階建 築31年,賃貸マンション,東京都渋谷区笹塚１,京王線/笹塚駅 歩4分,京王線/代田橋駅 歩8分,京王井の頭線/新代田駅 歩17分,築31年,10階建,6階,5.3万円,5230円,5.3万円/5.3万円/-/-,ワンルーム,14.52m
50,京王線 笹塚駅 10階建 築31年,賃貸マンション,東京都渋谷区笹塚１,京王線/笹塚駅 歩4分,京王線/代田橋駅 歩8分,京王井の頭線/新代田駅 歩17分,築31年,10階建,6階,5.4万円,5230円,5.4万円/5.4万円/-/-,ワンルーム,14.52m
51,京王線 笹塚駅 10階建 築31年,賃貸マンション,東京都渋谷区笹塚１,京王線/笹塚駅 歩4分,京王線/代田橋駅 歩8分,京王井の頭線/新代田駅 歩17分,築31年,10階建,3階,5万円,12000円,5万円/5万円/-/-,ワンルーム,14.59m
52,ドエル笹塚,賃貸マンション,東京都渋谷区幡ヶ谷２,京王線/笹塚駅 歩6分,京王新線/幡ヶ谷駅 歩6分,小田急線/代々木上原駅 歩18分,築35年,3階建,2階,5万円,2000円,5万円/5万円/-/-,ワンルーム,13m
53,ルネ桂新宿,賃貸アパート,東京都渋谷区本町３,都営大江戸線/西新宿五丁目駅 歩3分,東京メトロ丸ノ内線/中野坂上駅 歩7分,都営大江戸線/都庁前駅 歩11分,築28年,3階建,1階,4.9万円,3000円,-/-/-/-,ワンルーム,12m
