,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
324,公園ビル,賃貸マンション,東京都港区芝公園２,ＪＲ山手線/浜松町駅 歩6分,都営大江戸線/大門駅 歩5分,都営三田線/芝公園駅 歩3分,築37年,5階建,4階,12.8万円,3000円,12.8万円/12.8万円/-/12.8万円,2DK,55.1m
325,ＪＲ山手線 浜松町駅 5階建 築37年,賃貸マンション,東京都港区芝公園２,ＪＲ山手線/浜松町駅 歩6分,都営三田線/芝公園駅 歩3分,都営大江戸線/大門駅 歩5分,築37年,5階建,5階,7.8万円,3000円,7.8万円/7.8万円/-/-,ワンルーム,34.52m
326,ＪＲ山手線 浜松町駅 5階建 築37年,賃貸マンション,東京都港区芝公園２,ＪＲ山手線/浜松町駅 歩6分,都営三田線/芝公園駅 歩3分,都営大江戸線/大門駅 歩5分,築37年,5階建,2階,11.5万円,8000円,11.5万円/11.5万円/-/-,1LDK,38m
327,ＪＲ山手線 浜松町駅 5階建 築37年,賃貸マンション,東京都港区芝公園２,ＪＲ山手線/浜松町駅 歩6分,都営三田線/芝公園駅 歩3分,都営大江戸線/大門駅 歩5分,築37年,5階建,4階,12.8万円,3000円,12.8万円/12.8万円/-/-,2LDK,55.1m
328,東京メトロ日比谷線 広尾駅 2階建 築41年,賃貸アパート,東京都港区白金６,東京メトロ日比谷線/広尾駅 歩10分,None,None,築41年,2階建,2階,7.9万円,2000円,7.9万円/7.9万円/-/-,2K,26.44m
329,高輪ダイヤモンドマンション,賃貸マンション,東京都港区高輪３,ＪＲ山手線/品川駅 歩7分,都営浅草線/泉岳寺駅 歩7分,ＪＲ京浜東北線/品川駅 歩7分,築35年,4階建,4階,8万円,1000円,8万円/8万円/-/-,1DK,25.04m
330,プロスパラス高輪,賃貸マンション,東京都港区高輪２,ＪＲ山手線/品川駅 歩7分,都営浅草線/泉岳寺駅 歩2分,ＪＲ山手線/五反田駅 歩26分,築39年,9階建,5階,7.6万円,5000円,7.6万円/7.6万円/-/-,ワンルーム,22m
331,ＪＲ山手線 品川駅 9階建 築39年,賃貸マンション,東京都港区高輪２,ＪＲ山手線/品川駅 歩7分,都営浅草線/泉岳寺駅 歩2分,ＪＲ山手線/田町駅 歩20分,築39年,9階建,5階,7.6万円,5000円,7.6万円/7.6万円/-/-,ワンルーム,22m
332,ＪＲ山手線 浜松町駅 9階建 築14年,賃貸マンション,東京都港区海岸１,ＪＲ山手線/浜松町駅 歩6分,都営浅草線/大門駅 歩7分,都営大江戸線/汐留駅 歩10分,築14年,9階建,4階,7.4万円,7000円,7.4万円/7.4万円/-/7.4万円,1K,20.11m
333,都営三田線 白金高輪駅 地下1地上4階建 築27年,賃貸マンション,東京都港区白金３,都営三田線/白金高輪駅 歩7分,東京メトロ南北線/白金台駅 歩13分,東京メトロ日比谷線/広尾駅 歩15分,築27年,地下1地上4階建,3階,7.4万円,8000円,7.4万円/7.4万円/-/-,ワンルーム,18.36m
334,都営三田線 白金高輪駅 地下1地上4階建 築27年,賃貸マンション,東京都港区白金３,都営三田線/白金高輪駅 歩7分,東京メトロ南北線/白金台駅 歩13分,東京メトロ日比谷線/広尾駅 歩15分,築27年,地下1地上4階建,4階,10万円,10000円,-/-/-/-,1LDK,36.87m
