,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
2709,（仮称）荒川区東日暮里６丁目計画,賃貸マンション,東京都荒川区東日暮里６,ＪＲ山手線/日暮里駅 歩6分,ＪＲ山手線/西日暮里駅 歩12分,ＪＲ常磐線/三河島駅 歩8分,新築,4階建,2階,11.8万円,8000円,23.6万円/23.6万円/-/-,1LDK,40.26m
2710,（仮称）荒川区東日暮里６丁目計画,賃貸マンション,東京都荒川区東日暮里６,ＪＲ山手線/日暮里駅 歩6分,ＪＲ山手線/西日暮里駅 歩12分,ＪＲ常磐線/三河島駅 歩8分,新築,4階建,3階,11.9万円,8000円,23.8万円/23.8万円/-/-,1LDK,40.26m
2711,（仮称）荒川区東日暮里６丁目計画,賃貸マンション,東京都荒川区東日暮里６,ＪＲ山手線/日暮里駅 歩6分,ＪＲ山手線/西日暮里駅 歩12分,ＪＲ常磐線/三河島駅 歩8分,新築,4階建,3階,11.9万円,8000円,23.8万円/23.8万円/-/-,1LDK,40.26m
2712,（仮称）荒川区東日暮里６丁目計画,賃貸マンション,東京都荒川区東日暮里６,ＪＲ山手線/日暮里駅 歩6分,ＪＲ山手線/西日暮里駅 歩12分,ＪＲ常磐線/三河島駅 歩8分,新築,4階建,2階,11.9万円,8000円,23.8万円/23.8万円/-/-,1LDK,40.22m
2713,（仮称）荒川区東日暮里６丁目計画,賃貸マンション,東京都荒川区東日暮里６,ＪＲ山手線/日暮里駅 歩6分,ＪＲ山手線/西日暮里駅 歩12分,ＪＲ常磐線/三河島駅 歩8分,新築,4階建,3階,12万円,8000円,24万円/24万円/-/-,1LDK,40.22m
2714,（仮称）荒川区東日暮里６丁目計画,賃貸マンション,東京都荒川区東日暮里６,ＪＲ山手線/日暮里駅 歩6分,ＪＲ山手線/西日暮里駅 歩12分,ＪＲ常磐線/三河島駅 歩8分,新築,4階建,4階,12.1万円,8000円,24.2万円/24.2万円/-/-,1LDK,40.22m
2715,ＪＲ山手線 日暮里駅 4階建 新築,賃貸マンション,東京都荒川区東日暮里６,ＪＲ山手線/日暮里駅 歩6分,ＪＲ常磐線/三河島駅 歩8分,ＪＲ山手線/西日暮里駅 歩13分,新築,4階建,1階,9.5万円,8000円,19万円/19万円/-/-,1LDK,30.27m
2716,ＪＲ山手線 日暮里駅 4階建 新築,賃貸マンション,東京都荒川区東日暮里６,ＪＲ山手線/日暮里駅 歩6分,ＪＲ常磐線/三河島駅 歩8分,ＪＲ山手線/西日暮里駅 歩13分,新築,4階建,2階,9.7万円,8000円,19.4万円/19.4万円/-/-,1LDK,30.27m
2717,ＪＲ山手線 日暮里駅 4階建 新築,賃貸マンション,東京都荒川区東日暮里６,ＪＲ山手線/日暮里駅 歩6分,ＪＲ常磐線/三河島駅 歩8分,ＪＲ山手線/西日暮里駅 歩13分,新築,4階建,3階,9.8万円,8000円,19.6万円/19.6万円/-/-,1LDK,30.27m
2718,ＪＲ山手線 日暮里駅 4階建 新築,賃貸マンション,東京都荒川区東日暮里６,ＪＲ山手線/日暮里駅 歩6分,ＪＲ常磐線/三河島駅 歩8分,ＪＲ山手線/西日暮里駅 歩13分,新築,4階建,1階,11.4万円,8000円,22.8万円/22.8万円/-/-,1LDK,41.84m
