,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
0,東京メトロ有楽町線 東池袋駅 2階建 築57年,賃貸アパート,東京都豊島区東池袋４,東京メトロ有楽町線/東池袋駅 歩5分,ＪＲ山手線/池袋駅 歩13分,東京メトロ丸ノ内線/新大塚駅 歩12分,築57年,2階建,2階,2万円,1200円,2万円/2万円/-/-,ワンルーム,9.48m
1,ふじみ荘,賃貸アパート,東京都豊島区長崎５,西武池袋線/東長崎駅 歩7分,東京メトロ有楽町線/千川駅 歩13分,西武池袋線/江古田駅 歩13分,築50年,2階建,2階,2万円,2000円,2万円/-/-/-,ワンルーム,10.01m
2,ＪＲ山手線 池袋駅 2階建 築45年,賃貸アパート,東京都豊島区池袋３,ＪＲ山手線/池袋駅 歩10分,東京メトロ有楽町線/要町駅 歩10分,None,築45年,2階建,2階,2.3万円,2000円,2.3万円/2.3万円/-/-,ワンルーム,6m
3,第三かしわ荘,賃貸アパート,東京都豊島区池袋本町４,東武東上線/北池袋駅 歩4分,東武東上線/下板橋駅 歩4分,ＪＲ埼京線/板橋駅 歩10分,築40年,2階建,1階,2.4万円,1200円,2.4万円/2.4万円/-/-,ワンルーム,9.72m
4,第三かしわ荘,賃貸アパート,東京都豊島区池袋本町４,東武東上線/北池袋駅 歩4分,東武東上線/下板橋駅 歩4分,ＪＲ埼京線/板橋駅 歩10分,築40年,2階建,2階,2.5万円,1200円,2.5万円/2.5万円/-/-,ワンルーム,9.72m
5,沢美荘,賃貸アパート,東京都豊島区南長崎３,都営大江戸線/落合南長崎駅 歩6分,西武池袋線/東長崎駅 歩10分,西武池袋線/椎名町駅 歩11分,築42年,2階建,1階,2.5万円,1500円,2.5万円/2.5万円/-/-,ワンルーム,9.8m
6,沢美荘,賃貸アパート,東京都豊島区南長崎３,都営大江戸線/落合南長崎駅 歩6分,西武池袋線/東長崎駅 歩10分,西武池袋線/椎名町駅 歩11分,築42年,2階建,1階,3万円,1500円,3万円/3万円/-/-,ワンルーム,12.15m
7,駒込平和荘,賃貸アパート,東京都豊島区駒込２,ＪＲ山手線/駒込駅 歩3分,東京メトロ南北線/西ヶ原駅 歩11分,ＪＲ京浜東北線/上中里駅 歩12分,築56年,2階建,2階,2.8万円,-,2.8万円/2.8万円/-/-,ワンルーム,12m
8,まりみ荘,賃貸アパート,東京都豊島区南長崎１,西武池袋線/椎名町駅 歩4分,都営大江戸線/落合南長崎駅 歩15分,東京メトロ有楽町線/要町駅 歩15分,築52年,2階建,2階,3万円,-,3万円/3万円/-/-,1K,18m
9,サカイ荘,賃貸アパート,東京都豊島区南長崎５,西武池袋線/東長崎駅 歩4分,都営大江戸線/落合南長崎駅 歩10分,都営大江戸線/新江古田駅 歩17分,築38年,2階建,1階,3万円,-,3万円/3万円/-/-,1K,17.3m
10,東京メトロ有楽町線 要町駅 2階建 築43年,賃貸アパート,東京都豊島区要町１,東京メトロ有楽町線/要町駅 歩6分,東京メトロ有楽町線/千川駅 歩9分,ＪＲ山手線/池袋駅 歩17分,築43年,2階建,2階,2.8万円,2000円,2.8万円/2.8万円/-/-,ワンルーム,12.5m
11,和交荘,賃貸アパート,東京都豊島区要町３,東京メトロ有楽町線/千川駅 歩3分,None,None,築51年,2階建,2階,3万円,-,3万円/3万円/-/-,1K,11.15m
12,ハウス三本,賃貸アパート,東京都豊島区雑司が谷１,東京メトロ副都心線/雑司が谷駅 歩7分,東京メトロ有楽町線/東池袋駅 歩7分,ＪＲ山手線/池袋駅 歩15分,築44年,2階建,2階,3万円,-,-/3万円/1.5万円/1.5万円,ワンルーム,5m
13,第一小宮荘,賃貸アパート,東京都豊島区南長崎６,西武池袋線/東長崎駅 歩5分,都営大江戸線/新江古田駅 歩13分,西武池袋線/江古田駅 歩14分,築45年,2階建,2階,3.1万円,-,6.2万円/-/-/-,1K,13.97m
14,常盤荘,賃貸アパート,東京都豊島区駒込３,ＪＲ山手線/駒込駅 歩1分,ＪＲ山手線/巣鴨駅 歩10分,都営三田線/千石駅 歩18分,築58年,2階建,2階,3万円,1500円,3万円/6万円/-/-,ワンルーム,11m
15,常盤荘,賃貸アパート,東京都豊島区駒込３,ＪＲ山手線/駒込駅 歩1分,ＪＲ山手線/巣鴨駅 歩10分,都営三田線/千石駅 歩18分,築58年,2階建,2階,3万円,1500円,3万円/6万円/-/-,ワンルーム,11m
16,松本ハイツ,賃貸アパート,東京都豊島区池袋１,ＪＲ山手線/池袋駅 歩8分,東武東上線/北池袋駅 歩11分,東京メトロ有楽町線/池袋駅 歩9分,築58年,2階建,2階,3万円,2000円,-/-/-/-,ワンルーム,12m
17,足立ビル,賃貸マンション,東京都豊島区南長崎１,西武池袋線/椎名町駅 歩9分,都営大江戸線/落合南長崎駅 歩10分,西武新宿線/中井駅 歩14分,築37年,3階建,3階,3万円,2000円,3万円/3万円/-/-,ワンルーム,10m
18,第一東福荘,賃貸アパート,東京都豊島区巣鴨３,ＪＲ山手線/巣鴨駅 歩2分,ＪＲ山手線/大塚駅 歩14分,都営三田線/巣鴨駅 歩2分,築33年,2階建,2階,3万円,2000円,3万円/3万円/-/-,ワンルーム,10m
19,第一東福荘,賃貸アパート,東京都豊島区巣鴨３,ＪＲ山手線/巣鴨駅 歩3分,都営三田線/巣鴨駅 歩2分,None,築33年,2階建,2階,3万円,2000円,3万円/3万円/-/-,ワンルーム,9.92m
20,もがみ荘,賃貸アパート,東京都豊島区長崎６,西武池袋線/東長崎駅 歩9分,None,None,築41年,2階建,2階,3.2万円,500円,3.2万円/3.2万円/-/-,ワンルーム,11.55m
21,長田アパート,賃貸アパート,東京都豊島区北大塚２,ＪＲ山手線/大塚駅 歩5分,都電荒川線/巣鴨新田駅 歩3分,都電荒川線/大塚駅前駅 歩7分,築53年,3階建,2階,3.1万円,2000円,3.1万円/3.1万円/-/-,ワンルーム,10.1m
22,ＪＲ山手線 大塚駅 3階建 築53年,賃貸アパート,東京都豊島区北大塚２,ＪＲ山手線/大塚駅 歩7分,ＪＲ山手線/巣鴨駅 歩13分,都営三田線/西巣鴨駅 歩13分,築53年,3階建,2階,3.1万円,2000円,3.1万円/3.1万円/-/-,1K,10m
23,福寿荘,賃貸アパート,東京都豊島区池袋３,東京メトロ有楽町線/要町駅 歩4分,ＪＲ山手線/池袋駅 歩14分,西武池袋線/椎名町駅 歩15分,築46年,2階建,2階,3.2万円,2000円,3.2万円/3.2万円/-/-,2K,16.2m
24,福寿荘,賃貸アパート,東京都豊島区池袋３,東京メトロ有楽町線/要町駅 歩4分,ＪＲ山手線/池袋駅 歩14分,西武池袋線/椎名町駅 歩15分,築46年,2階建,2階,5.5万円,1000円,5.5万円/5.5万円/-/-,1K,18m
25,福寿荘,賃貸アパート,東京都豊島区池袋３,東京メトロ有楽町線/要町駅 歩4分,ＪＲ山手線/池袋駅 歩14分,西武池袋線/椎名町駅 歩15分,築46年,2階建,2階,5.5万円,1000円,5.5万円/5.5万円/-/-,1DK,18m
26,ゆたか荘,賃貸アパート,東京都豊島区南長崎３,西武池袋線/椎名町駅 歩10分,都営大江戸線/落合南長崎駅 歩11分,東京メトロ有楽町線/要町駅 歩20分,築39年,2階建,1階,3.5万円,-,3.5万円/-/-/-,1K,18.2m
27,東京メトロ有楽町線 要町駅 2階建 築39年,賃貸アパート,東京都豊島区千早２,東京メトロ有楽町線/要町駅 歩7分,西武池袋線/椎名町駅 歩9分,都営大江戸線/落合南長崎駅 歩19分,築39年,2階建,1階,3.5万円,-,3.5万円/7万円/-/-,1K,14m
28,植竹荘,賃貸アパート,東京都豊島区南長崎３,西武池袋線/東長崎駅 歩8分,None,都営大江戸線/落合南長崎駅 歩10分,築41年,2階建,2階,3.4万円,1000円,-/-/-/-,1K,13.5m
29,ＪＲ山手線 巣鴨駅 2階建 築65年,賃貸アパート,東京都豊島区西巣鴨３,ＪＲ山手線/巣鴨駅 歩16分,東武東上線/北池袋駅 歩14分,ＪＲ京浜東北線/王子駅 歩22分,築65年,2階建,2階,2.9万円,6000円,-/-/-/-,ワンルーム,13.22m
30,ＪＲ山手線 巣鴨駅 2階建 築65年,賃貸アパート,東京都豊島区西巣鴨３,ＪＲ山手線/巣鴨駅 歩16分,東武東上線/北池袋駅 歩14分,ＪＲ京浜東北線/王子駅 歩22分,築65年,2階建,2階,3.3万円,6000円,-/-/-/-,ワンルーム,13.22m
31,ＪＲ山手線 池袋駅 2階建 築43年,賃貸アパート,東京都豊島区千早１,ＪＲ山手線/池袋駅 歩15分,東京メトロ有楽町線/要町駅 歩3分,None,築43年,2階建,1階,3.5万円,500円,3.5万円/3.5万円/-/-,1K,15m
32,東京メトロ有楽町線 要町駅 2階建 築38年,賃貸アパート,東京都豊島区千早２,東京メトロ有楽町線/要町駅 歩7分,東京メトロ有楽町線/千川駅 歩11分,西武池袋線/椎名町駅 歩11分,築38年,2階建,2階,3.5万円,1000円,-/-/-/-,1K,17.5m
33,加藤荘,賃貸アパート,東京都豊島区東池袋５,東京メトロ丸ノ内線/新大塚駅 歩4分,東京メトロ有楽町線/東池袋駅 歩7分,ＪＲ山手線/大塚駅 歩11分,築48年,2階建,2階,3.5万円,1000円,7万円/3.5万円/-/-,ワンルーム,14.8m
34,塚原荘,賃貸アパート,東京都豊島区西巣鴨２,ＪＲ山手線/巣鴨駅 歩13分,都営三田線/西巣鴨駅 歩9分,ＪＲ山手線/大塚駅 歩10分,築42年,2階建,2階,3.6万円,-,3.6万円/3.6万円/-/-,ワンルーム,14m
35,ＪＲ山手線 巣鴨駅 2階建 築42年,賃貸アパート,東京都豊島区西巣鴨２,ＪＲ山手線/巣鴨駅 歩13分,都営三田線/西巣鴨駅 歩9分,ＪＲ山手線/大塚駅 歩10分,築42年,2階建,2階,3.6万円,-,3.6万円/3.6万円/-/-,ワンルーム,14m
36,ＪＲ山手線 池袋駅 9階建 築32年,賃貸マンション,東京都豊島区池袋４,ＪＲ山手線/池袋駅 歩8分,東武東上線/北池袋駅 歩10分,ＪＲ埼京線/板橋駅 歩16分,築32年,9階建,6階,3.6万円,-,-/3.6万円/-/-,ワンルーム,5m
37,ＪＲ山手線 池袋駅 9階建 築32年,賃貸マンション,東京都豊島区池袋４,ＪＲ山手線/池袋駅 歩8分,東武東上線/北池袋駅 歩10分,ＪＲ埼京線/板橋駅 歩16分,築32年,9階建,6階,3.6万円,-,-/3.6万円/-/-,ワンルーム,5m
38,五島アパート,賃貸アパート,東京都豊島区長崎３,西武池袋線/東長崎駅 歩10分,西武池袋線/椎名町駅 歩9分,None,築45年,2階建,2階,3.6万円,300円,3.6万円/-/-/-,2K,22.84m
39,コーポ戸佐,賃貸アパート,東京都豊島区上池袋２,ＪＲ山手線/池袋駅 歩12分,東武東上線/北池袋駅 歩11分,東京メトロ有楽町線/東池袋駅 歩17分,築38年,2階建,2階,3.7万円,-,3.7万円/3.7万円/-/-,1K,17.82m
40,さくら荘,賃貸アパート,東京都豊島区池袋１,東武東上線/北池袋駅 歩6分,ＪＲ山手線/池袋駅 歩7分,東武東上線/下板橋駅 歩17分,築55年,2階建,2階,3.5万円,2000円,3.5万円/3.5万円/-/-,ワンルーム,12.4m
41,ＪＲ山手線 大塚駅 2階建 築43年,賃貸アパート,東京都豊島区南大塚１,ＪＲ山手線/大塚駅 歩4分,東京メトロ丸ノ内線/新大塚駅 歩7分,ＪＲ山手線/巣鴨駅 歩11分,築43年,2階建,2階,3.5万円,2000円,3.5万円/3.5万円/-/-,1K,12m
42,松本荘,賃貸アパート,東京都豊島区池袋１,東武東上線/北池袋駅 歩8分,ＪＲ山手線/池袋駅 歩10分,ＪＲ埼京線/板橋駅 歩14分,築56年,2階建,2階,3.5万円,2000円,3.5万円/3.5万円/-/-,1K,12m
43,風間荘,賃貸アパート,東京都豊島区南大塚１,都営三田線/巣鴨駅 歩7分,ＪＲ山手線/大塚駅 歩9分,東京メトロ丸ノ内線/新大塚駅 歩12分,築56年,2階建,2階,3.8万円,-,3.8万円/3.8万円/-/3.8万円,1K,18.97m
44,ＪＲ山手線 巣鴨駅 2階建 築99年,賃貸アパート,東京都豊島区南大塚１,ＪＲ山手線/巣鴨駅 歩8分,ＪＲ山手線/大塚駅 歩10分,都営三田線/千石駅 歩14分,築99年,2階建,2階,3.8万円,-,3.8万円/3.8万円/-/-,ワンルーム,18.97m
45,ＪＲ山手線 大塚駅 2階建 築60年,賃貸アパート,東京都豊島区南大塚１,ＪＲ山手線/大塚駅 歩8分,東京メトロ丸ノ内線/新大塚駅 歩9分,都営三田線/巣鴨駅 歩11分,築60年,2階建,2階,3.8万円,-,-/-/-/-,2K,18.35m
46,双葉荘,賃貸アパート,東京都豊島区千早２,西武池袋線/椎名町駅 歩10分,東京メトロ副都心線/要町駅 歩11分,東京メトロ有楽町線/千川駅 歩12分,築48年,2階建,1階,3.8万円,-,3.8万円/3.8万円/-/-,ワンルーム,13m
47,双葉荘,賃貸アパート,東京都豊島区千早２,西武池袋線/椎名町駅 歩10分,東京メトロ副都心線/要町駅 歩11分,東京メトロ有楽町線/千川駅 歩12分,築48年,2階建,1階,3.8万円,-,3.8万円/3.8万円/-/-,ワンルーム,13m
48,西武池袋線 椎名町駅 2階建 築48年,賃貸アパート,東京都豊島区千早２,西武池袋線/椎名町駅 歩9分,東京メトロ有楽町線/要町駅 歩11分,ＪＲ山手線/池袋駅 歩25分,築48年,2階建,1階,3.8万円,-,3.8万円/3.8万円/-/-,ワンルーム,13m
49,西武池袋線 椎名町駅 2階建 築48年,賃貸アパート,東京都豊島区千早２,西武池袋線/椎名町駅 歩9分,東京メトロ有楽町線/要町駅 歩11分,ＪＲ山手線/池袋駅 歩25分,築48年,2階建,1階,3.8万円,-,3.8万円/3.8万円/-/-,ワンルーム,13m
50,西武池袋線 椎名町駅 2階建 築48年,賃貸アパート,東京都豊島区千早２,西武池袋線/椎名町駅 歩9分,東京メトロ有楽町線/要町駅 歩11分,ＪＲ山手線/池袋駅 歩25分,築48年,2階建,1階,3.8万円,2000円,3.8万円/3.8万円/-/-,ワンルーム,13m
51,長崎ヒルズ,賃貸アパート,東京都豊島区長崎３,西武池袋線/東長崎駅 歩5分,西武池袋線/椎名町駅 歩11分,都営大江戸線/落合南長崎駅 歩12分,築13年,2階建,2階,3.5万円,3000円,3.5万円/3.5万円/-/-,ワンルーム,8m
52,福田荘,賃貸アパート,東京都豊島区雑司が谷１,東京メトロ有楽町線/護国寺駅 歩6分,都電荒川線/都電雑司ヶ谷駅 歩13分,東京メトロ副都心線/雑司が谷駅 歩13分,築53年,2階建,2階,3.9万円,-,3.9万円/3.9万円/-/-,1K,15m
53,かどやハイツ,賃貸マンション,東京都豊島区池袋本町３,ＪＲ山手線/池袋駅 歩21分,東武東上線/下板橋駅 歩7分,東武東上線/北池袋駅 歩11分,築30年,3階建,3階,3.6万円,3000円,-/-/3.6万円/3.6万円,ワンルーム,12m
54,東武東上線 下板橋駅 3階建 築30年,賃貸マンション,東京都豊島区池袋本町３,東武東上線/下板橋駅 歩7分,都営三田線/板橋区役所前駅 歩10分,ＪＲ埼京線/板橋駅 歩15分,築30年,3階建,3階,3.6万円,3000円,-/-/3.6万円/3.6万円,ワンルーム,12m
55,ＪＲ山手線 大塚駅 2階建 築50年,賃貸アパート,東京都豊島区上池袋１,ＪＲ山手線/大塚駅 歩7分,東武東上線/北池袋駅 歩13分,都営三田線/西巣鴨駅 歩14分,築50年,2階建,2階,3.9万円,1000円,3.9万円/3.9万円/-/-,1K,23m
56,高山荘,賃貸マンション,東京都豊島区西巣鴨２,ＪＲ山手線/巣鴨駅 歩14分,都営三田線/西巣鴨駅 歩5分,ＪＲ山手線/大塚駅 歩15分,築47年,3階建,2階,3.8万円,2000円,3.8万円/-/-/-,1K,18.15m
57,高山荘,賃貸マンション,東京都豊島区西巣鴨２,ＪＲ山手線/巣鴨駅 歩14分,都営三田線/西巣鴨駅 歩5分,ＪＲ山手線/大塚駅 歩15分,築47年,3階建,2階,3.8万円,2000円,3.8万円/-/-/-,1K,16.91m
58,ＪＲ山手線 巣鴨駅 3階建 築47年,賃貸マンション,東京都豊島区西巣鴨２,ＪＲ山手線/巣鴨駅 歩14分,都営三田線/西巣鴨駅 歩5分,ＪＲ山手線/大塚駅 歩15分,築47年,3階建,2階,3.8万円,2000円,3.8万円/-/-/-,1K,18.15m
59,ＪＲ山手線 巣鴨駅 3階建 築47年,賃貸マンション,東京都豊島区西巣鴨２,ＪＲ山手線/巣鴨駅 歩14分,都営三田線/西巣鴨駅 歩5分,ＪＲ山手線/大塚駅 歩15分,築47年,3階建,2階,3.8万円,2000円,3.8万円/-/-/-,1K,16.91m
60,桜山荘,賃貸アパート,東京都豊島区長崎６,西武池袋線/東長崎駅 歩6分,西武池袋線/江古田駅 歩14分,東京メトロ有楽町線/千川駅 歩14分,築45年,2階建,2階,4万円,-,4万円/8万円/-/-,1K,16.52m
61,葵荘,賃貸アパート,東京都豊島区池袋本町１,東武東上線/北池袋駅 歩1分,ＪＲ埼京線/板橋駅 歩11分,都営三田線/新板橋駅 歩15分,築53年,2階建,2階,4万円,-,4万円/4万円/-/-,1K,16.5m
62,イコーハイツ,賃貸アパート,東京都豊島区長崎２,西武池袋線/椎名町駅 歩9分,東京メトロ有楽町線/要町駅 歩10分,西武池袋線/東長崎駅 歩13分,築30年,2階建,2階,4万円,-,4万円/8万円/-/-,1K,16m
63,西武池袋線 椎名町駅 2階建 築30年,賃貸アパート,東京都豊島区長崎２,西武池袋線/椎名町駅 歩9分,東京メトロ有楽町線/要町駅 歩10分,ＪＲ山手線/池袋駅 歩27分,築30年,2階建,2階,4万円,-,4万円/8万円/-/-,1K,16m
64,高橋荘,賃貸アパート,東京都豊島区巣鴨１,ＪＲ山手線/巣鴨駅 歩5分,都営三田線/巣鴨駅 歩5分,None,築69年,2階建,2階,3.9万円,1000円,3.9万円/-/-/-,1K,15.68m
65,コーポ吉川,賃貸アパート,東京都豊島区長崎６,西武池袋線/江古田駅 歩10分,東京メトロ有楽町線/千川駅 歩10分,西武池袋線/東長崎駅 歩14分,築27年,2階建,2階,4万円,-,4万円/4万円/-/-,ワンルーム,13.5m
66,コーポ吉川,賃貸アパート,東京都豊島区長崎６,西武池袋線/江古田駅 歩10分,東京メトロ有楽町線/千川駅 歩10分,西武池袋線/東長崎駅 歩14分,築27年,2階建,2階,4万円,1000円,4万円/4万円/-/-,ワンルーム,13.5m
67,西武池袋線 江古田駅 2階建 築27年,賃貸アパート,東京都豊島区長崎６,西武池袋線/江古田駅 歩10分,東京メトロ有楽町線/小竹向原駅 歩10分,東京メトロ有楽町線/千川駅 歩10分,築27年,2階建,2階,4万円,-,4万円/4万円/-/-,ワンルーム,13.5m
68,志村マンション,賃貸マンション,東京都豊島区東池袋２,ＪＲ山手線/大塚駅 歩5分,東京メトロ丸ノ内線/新大塚駅 歩9分,東京メトロ有楽町線/東池袋駅 歩11分,築51年,5階建,1階,4万円,-,1万円/-/-/-,ワンルーム,3.61m
69,レジデンス南大塚,賃貸アパート,東京都豊島区南大塚１,東京メトロ丸ノ内線/新大塚駅 歩4分,ＪＲ山手線/大塚駅 歩8分,都電荒川線/向原駅 歩11分,築54年,2階建,2階,3.9万円,2000円,3.9万円/-/-/-,ワンルーム,7.96m
70,レジデンス南大塚,賃貸アパート,東京都豊島区南大塚１,東京メトロ丸ノ内線/新大塚駅 歩4分,ＪＲ山手線/大塚駅 歩8分,都電荒川線/向原駅 歩11分,築54年,2階建,2階,3.9万円,5000円,3.9万円/-/-/-,ワンルーム,7.96m
71,レジデンス南大塚,賃貸アパート,東京都豊島区南大塚１,東京メトロ丸ノ内線/新大塚駅 歩4分,ＪＲ山手線/大塚駅 歩8分,都電荒川線/向原駅 歩11分,築54年,2階建,2階,4.2万円,5000円,4.2万円/-/-/-,ワンルーム,7.96m
72,ヴィラ長崎B,賃貸アパート,東京都豊島区南長崎４,西武池袋線/東長崎駅 歩7分,都営大江戸線/落合南長崎駅 歩4分,西武新宿線/新井薬師前駅 歩22分,築40年,2階建,1階,3.9万円,2500円,3.9万円/-/-/-,ワンルーム,12.74m
73,西武池袋線 東長崎駅 2階建 築40年,賃貸アパート,東京都豊島区南長崎４,西武池袋線/東長崎駅 歩7分,都営大江戸線/落合南長崎駅 歩4分,東京メトロ有楽町線/千川駅 歩20分,築40年,2階建,1階,3.9万円,2500円,3.9万円/-/-/-,ワンルーム,10.88m
74,西武池袋線 東長崎駅 2階建 築40年,賃貸アパート,東京都豊島区長崎４,西武池袋線/東長崎駅 歩7分,都営大江戸線/落合南長崎駅 歩2分,東京メトロ有楽町線/千川駅 歩17分,築40年,2階建,1階,3.9万円,2500円,3.9万円/-/-/-,ワンルーム,12.74m
75,塚本荘,賃貸アパート,東京都豊島区巣鴨３,ＪＲ山手線/巣鴨駅 歩7分,都営三田線/巣鴨駅 歩5分,None,築55年,2階建,2階,4.2万円,-,8.4万円/8.4万円/-/-,1K,18.2m
76,のぞみ荘,賃貸アパート,東京都豊島区上池袋２,ＪＲ山手線/池袋駅 歩11分,ＪＲ埼京線/板橋駅 歩17分,東武東上線/北池袋駅 歩12分,築38年,2階建,2階,4.2万円,-,4.2万円/-/-/-,1K,18m
77,のぞみ荘,賃貸アパート,東京都豊島区上池袋２,ＪＲ山手線/池袋駅 歩11分,ＪＲ埼京線/板橋駅 歩17分,東武東上線/北池袋駅 歩12分,築38年,2階建,2階,4.2万円,-,-/-/-/-,1K,17m
78,東武東上線 北池袋駅 2階建 築48年,賃貸アパート,東京都豊島区上池袋２,東武東上線/北池袋駅 歩7分,ＪＲ山手線/池袋駅 歩12分,ＪＲ埼京線/板橋駅 歩16分,築48年,2階建,2階,4.2万円,-,4.2万円/-/-/-,1K,18m
79,東武東上線 北池袋駅 2階建 築48年,賃貸アパート,東京都豊島区上池袋２,東武東上線/北池袋駅 歩7分,ＪＲ山手線/池袋駅 歩12分,ＪＲ埼京線/板橋駅 歩16分,築48年,2階建,2階,4.2万円,-,4.2万円/4.2万円/-/-,1K,17m
80,ＪＲ山手線 池袋駅 2階建 築38年,賃貸アパート,東京都豊島区上池袋３,ＪＲ山手線/池袋駅 歩12分,東武東上線/北池袋駅 歩10分,None,築38年,2階建,2階,4.2万円,-,4.2万円/4.2万円/-/-,1K,17m
81,福士荘,賃貸アパート,東京都豊島区要町１,東京メトロ有楽町線/要町駅 歩6分,東京メトロ副都心線/要町駅 歩6分,東京メトロ有楽町線/千川駅 歩13分,築43年,2階建,2階,4万円,2000円,4万円/-/-/-,1K,17m
82,福士荘,賃貸アパート,東京都豊島区要町１,東京メトロ有楽町線/要町駅 歩6分,東京メトロ副都心線/要町駅 歩6分,東京メトロ有楽町線/千川駅 歩13分,築43年,2階建,2階,4万円,2000円,4万円/-/-/-,1K,17m
83,コイケ,賃貸アパート,東京都豊島区上池袋２,ＪＲ山手線/池袋駅 歩10分,東武東上線/北池袋駅 歩10分,都電荒川線/向原駅 歩15分,築67年,2階建,2階,4万円,2000円,4万円/-/-/-,ワンルーム,8.9m
84,東京メトロ副都心線 要町駅 2階建 築31年,賃貸アパート,東京都豊島区千早２,東京メトロ副都心線/要町駅 歩8分,東京メトロ有楽町線/千川駅 歩9分,西武池袋線/椎名町駅 歩10分,築31年,2階建,2階,4万円,2000円,-/-/-/-,ワンルーム,9.31m
85,東京メトロ副都心線 要町駅 2階建 築31年,賃貸アパート,東京都豊島区千早２,東京メトロ副都心線/要町駅 歩8分,東京メトロ有楽町線/千川駅 歩9分,西武池袋線/椎名町駅 歩10分,築31年,2階建,2階,4万円,2000円,-/-/-/-,ワンルーム,7m
86,柳川荘,賃貸アパート,東京都豊島区東池袋５,東京メトロ丸ノ内線/新大塚駅 歩7分,ＪＲ山手線/大塚駅 歩10分,東京メトロ有楽町線/東池袋駅 歩9分,築48年,2階建,1階,4.2万円,500円,-/-/-/-,1K,20.21m
87,柳川荘,賃貸アパート,東京都豊島区東池袋５,東京メトロ丸ノ内線/新大塚駅 歩7分,ＪＲ山手線/大塚駅 歩10分,東京メトロ有楽町線/東池袋駅 歩9分,築48年,2階建,1階,4.2万円,500円,-/-/-/-,1K,20.21m
88,コーポ長崎,賃貸アパート,東京都豊島区長崎５,西武池袋線/東長崎駅 歩6分,東京メトロ有楽町線/千川駅 歩11分,東京メトロ有楽町線/要町駅 歩18分,築47年,2階建,2階,4.2万円,1000円,4.2万円/4.2万円/-/-,ワンルーム,17m
89,コーポ長崎,賃貸アパート,東京都豊島区長崎５,西武池袋線/東長崎駅 歩6分,東京メトロ有楽町線/千川駅 歩11分,東京メトロ有楽町線/要町駅 歩18分,築47年,2階建,2階,4.5万円,1000円,4.5万円/4.5万円/-/-,1K,18m
90,コーポ長崎,賃貸アパート,東京都豊島区長崎５,西武池袋線/東長崎駅 歩6分,東京メトロ有楽町線/千川駅 歩11分,東京メトロ有楽町線/要町駅 歩18分,築47年,2階建,1階,4.9万円,1000円,4.9万円/4.9万円/-/-,1DK,21.06m
91,コーポ長崎,賃貸アパート,東京都豊島区長崎５,西武池袋線/東長崎駅 歩6分,東京メトロ有楽町線/千川駅 歩11分,東京メトロ有楽町線/要町駅 歩18分,築47年,2階建,1階,5.3万円,1000円,5.3万円/5.3万円/-/-,1DK,24m
92,今井荘,賃貸アパート,東京都豊島区目白５,西武池袋線/椎名町駅 歩5分,ＪＲ山手線/目白駅 歩15分,東京メトロ副都心線/要町駅 歩15分,築32年,2階建,2階,4.3万円,-,4.3万円/4.3万円/-/-,ワンルーム,19.44m
93,西武池袋線 椎名町駅 2階建 築32年,賃貸アパート,東京都豊島区目白５,西武池袋線/椎名町駅 歩5分,西武新宿線/下落合駅 歩15分,ＪＲ山手線/目白駅 歩15分,築32年,2階建,2階,4.3万円,-,4.3万円/4.3万円/-/-,ワンルーム,19.44m
94,はらだ荘,賃貸アパート,東京都豊島区南大塚１,ＪＲ山手線/大塚駅 歩8分,東京メトロ丸ノ内線/新大塚駅 歩8分,None,築60年,2階建,2階,4.1万円,2000円,-/-/-/-,2K,18.35m
95,はらだ荘,賃貸アパート,東京都豊島区南大塚１,ＪＲ山手線/大塚駅 歩8分,東京メトロ丸ノ内線/新大塚駅 歩8分,None,築60年,2階建,2階,3.5万円,15000円,-/-/-/-,2K,18.15m
96,ＪＲ山手線 大塚駅 2階建 築33年,賃貸アパート,東京都豊島区北大塚３,ＪＲ山手線/大塚駅 歩11分,ＪＲ山手線/池袋駅 歩15分,None,築33年,2階建,2階,4.2万円,1000円,4.2万円/4.2万円/-/-,ワンルーム,16.1m
97,ＪＲ山手線 池袋駅 2階建 築43年,賃貸アパート,東京都豊島区池袋２,ＪＲ山手線/池袋駅 歩4分,東京メトロ有楽町線/池袋駅 歩4分,東京メトロ副都心線/池袋駅 歩4分,築43年,2階建,2階,4万円,3000円,-/-/-/-,ワンルーム,10m
98,モンシャトー池袋,賃貸アパート,東京都豊島区池袋２,ＪＲ山手線/池袋駅 歩10分,東京メトロ有楽町線/要町駅 歩6分,東京メトロ丸ノ内線/池袋駅 歩4分,築43年,2階建,2階,4万円,3000円,-/-/-/-,ワンルーム,4.86m
99,ハイム葵,賃貸アパート,東京都豊島区巣鴨４,ＪＲ山手線/巣鴨駅 歩10分,ＪＲ山手線/大塚駅 歩12分,都営三田線/西巣鴨駅 歩14分,築41年,2階建,1階,4.3万円,1000円,4.3万円/4.3万円/-/-,1K,17.39m
100,ＪＲ山手線 大塚駅 2階建 築33年,賃貸アパート,東京都豊島区西巣鴨２,ＪＲ山手線/大塚駅 歩12分,都営三田線/西巣鴨駅 歩9分,東武東上線/北池袋駅 歩16分,築33年,2階建,1階,4.2万円,2000円,4.2万円/4.2万円/-/-,1K,14.9m
