,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
1796,東京メトロ丸ノ内線 後楽園駅 14階建 築13年,賃貸マンション,東京都文京区小石川４,東京メトロ丸ノ内線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営大江戸線/春日駅 歩10分,築13年,14階建,6階,8.8万円,10500円,-/8.8万円/-/-,1K,20.01m
1797,東京メトロ丸ノ内線 後楽園駅 14階建 築13年,賃貸マンション,東京都文京区小石川４,東京メトロ丸ノ内線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営大江戸線/春日駅 歩10分,築13年,14階建,8階,8.8万円,10500円,-/8.8万円/-/-,1K,19.52m
1798,東京メトロ丸ノ内線 後楽園駅 14階建 築13年,賃貸マンション,東京都文京区小石川４,東京メトロ丸ノ内線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営大江戸線/春日駅 歩10分,築13年,14階建,10階,8.9万円,10500円,-/8.9万円/-/-,1K,20.01m
1799,東京メトロ千代田線 千駄木駅 4階建 築8年,賃貸マンション,東京都文京区本駒込３,東京メトロ千代田線/千駄木駅 歩12分,都営三田線/白山駅 歩10分,東京メトロ南北線/本駒込駅 歩7分,築8年,4階建,1階,8万円,5000円,-/-/-/-,1K,24.81m
1800,東京メトロ有楽町線 江戸川橋駅 8階建 築56年,賃貸マンション,東京都文京区関口２,東京メトロ有楽町線/江戸川橋駅 歩6分,都電荒川線/早稲田駅 歩8分,東京メトロ東西線/早稲田駅 歩16分,築56年,8階建,8階,8.5万円,-,8.5万円/8.5万円/-/-,ワンルーム,24.5m
1801,プレール文京ＷＥＳＴ,賃貸マンション,東京都文京区関口１,東京メトロ有楽町線/江戸川橋駅 歩1分,東京メトロ東西線/神楽坂駅 歩10分,ＪＲ中央線/飯田橋駅 歩19分,築16年,13階建,7階,7.9万円,6000円,7.9万円/-/-/-,1K,19.83m
1802,プレール文京ＷＥＳＴ,賃貸マンション,東京都文京区関口１,東京メトロ有楽町線/江戸川橋駅 歩1分,東京メトロ東西線/神楽坂駅 歩10分,ＪＲ中央線/飯田橋駅 歩19分,築16年,13階建,4階,7.8万円,10000円,-/-/-/-,1K,21.06m
1803,プレール文京ＷＥＳＴ,賃貸マンション,東京都文京区関口１,東京メトロ有楽町線/江戸川橋駅 歩1分,東京メトロ東西線/神楽坂駅 歩10分,ＪＲ中央線/飯田橋駅 歩19分,築16年,13階建,12階,8.3万円,10500円,-/8.3万円/-/-,1K,19.87m
1804,プレール文京ＷＥＳＴ,賃貸マンション,東京都文京区関口１,東京メトロ有楽町線/江戸川橋駅 歩1分,東京メトロ東西線/神楽坂駅 歩10分,ＪＲ中央線/飯田橋駅 歩19分,築16年,13階建,3階,9万円,10500円,-/9万円/-/-,1K,23.79m
1805,プレール文京ＷＥＳＴ,賃貸マンション,東京都文京区関口１,東京メトロ有楽町線/江戸川橋駅 歩1分,東京メトロ東西線/神楽坂駅 歩10分,ＪＲ中央線/飯田橋駅 歩19分,築16年,13階建,9階,9.2万円,10500円,-/9.2万円/-/-,1K,21.72m
