,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
5513,ＪＲ総武線 中野駅 4階建 新築,賃貸マンション,東京都中野区中野１,ＪＲ総武線/中野駅 歩11分,東京メトロ丸ノ内線/新中野駅 歩10分,都営大江戸線/東中野駅 歩13分,新築,4階建,3階,8.2万円,5000円,8.2万円/8.2万円/-/-,ワンルーム,21.06m
5514,ＪＲ総武線 中野駅 4階建 新築,賃貸マンション,東京都中野区中野１,ＪＲ総武線/中野駅 歩11分,東京メトロ丸ノ内線/新中野駅 歩10分,都営大江戸線/東中野駅 歩13分,新築,4階建,4階,8.2万円,5000円,8.2万円/8.2万円/-/-,1K,20.24m
5515,ＪＲ総武線 中野駅 4階建 新築,賃貸マンション,東京都中野区中野１,ＪＲ総武線/中野駅 歩11分,東京メトロ丸ノ内線/新中野駅 歩10分,都営大江戸線/東中野駅 歩13分,新築,4階建,4階,8.2万円,5000円,8.2万円/8.2万円/-/-,1K,20.18m
5516,ＪＲ中央線 中野駅 5階建 築7年,賃貸マンション,東京都中野区中野５,ＪＲ中央線/中野駅 歩3分,西武新宿線/新井薬師前駅 歩14分,東京メトロ丸ノ内線/新中野駅 歩18分,築7年,5階建,5階,8.5万円,-,8.5万円/8.5万円/-/-,ワンルーム,17.15m
5517,シーエフステップ,賃貸マンション,東京都中野区中野５,ＪＲ中央線/中野駅 歩3分,東京メトロ丸ノ内線/新中野駅 歩17分,西武新宿線/新井薬師前駅 歩15分,築7年,5階建,5階,8.5万円,-,8.5万円/8.5万円/-/-,ワンルーム,17.15m
5518,東京メトロ丸ノ内線 中野坂上駅 3階建 築2年,賃貸アパート,東京都中野区中央１,東京メトロ丸ノ内線/中野坂上駅 歩10分,ＪＲ総武線/東中野駅 歩9分,東京メトロ丸ノ内線/西新宿駅 歩15分,築2年,3階建,2階,8.2万円,3000円,-/-/-/-,ワンルーム,16.78m
5519,セイリュウ,賃貸アパート,東京都中野区大和町１,ＪＲ中央線/高円寺駅 歩11分,ＪＲ総武線/高円寺駅 歩11分,西武新宿線/野方駅 歩17分,築7年,2階建,2階,8.2万円,3500円,8.2万円/8.2万円/-/-,1K,26.25m
5520,カーサヴィアンカ,賃貸アパート,東京都中野区中野３,ＪＲ中央線/中野駅 歩8分,東京メトロ丸ノ内線/東高円寺駅 歩9分,東京メトロ丸ノ内線/新中野駅 歩11分,築10年,2階建,2階,8.2万円,3500円,4.1万円/8.2万円/-/-,ワンルーム,25.34m
5521,ＪＲ中央線 中野駅 2階建 築10年,賃貸アパート,東京都中野区中野３,ＪＲ中央線/中野駅 歩8分,東京メトロ丸ノ内線/新中野駅 歩11分,ＪＲ中央線/高円寺駅 歩20分,築10年,2階建,2階,8.2万円,3500円,4.1万円/8.2万円/-/-,ワンルーム,25.34m
5522,パークス東中野,賃貸マンション,東京都中野区中央１,ＪＲ総武線/東中野駅 歩10分,東京メトロ丸ノ内線/中野坂上駅 歩11分,ＪＲ総武線/大久保駅 歩11分,築8年,3階建,1階,8.2万円,3500円,8.2万円/8.2万円/-/-,1K,25.28m
5523,メゾン・プラティーク,賃貸マンション,東京都中野区本町４,ＪＲ中央線/中野駅 歩15分,東京メトロ丸ノ内線/新中野駅 歩4分,東京メトロ丸ノ内線/中野坂上駅 歩11分,築12年,3階建,3階,8.2万円,3500円,4.1万円/5万円/-/-,1K,20.58m
5524,ＪＲ中央線 中野駅 3階建 築6年,賃貸マンション,東京都中野区松が丘２,ＪＲ中央線/中野駅 歩21分,西武新宿線/沼袋駅 歩8分,西武新宿線/新井薬師前駅 歩7分,築6年,3階建,2階,8.3万円,3000円,8.3万円/8.3万円/-/-,1K,26.6m
5525,ＪＲ中央線 中野駅 3階建 築6年,賃貸マンション,東京都中野区松が丘２,ＪＲ中央線/中野駅 歩21分,西武新宿線/沼袋駅 歩8分,西武新宿線/新井薬師前駅 歩7分,築6年,3階建,2階,14.6万円,4000円,14.6万円/14.6万円/-/-,2DK,46.66m
5526,東京メトロ丸ノ内線 新中野駅 12階建 築16年,賃貸マンション,東京都中野区本町５,東京メトロ丸ノ内線/新中野駅 歩6分,東京メトロ丸ノ内線/中野富士見町駅 歩6分,東京メトロ丸ノ内線/中野新橋駅 歩10分,築16年,12階建,5階,8.1万円,5000円,16.2万円/-/-/-,1K,19.18m
5527,東京メトロ丸ノ内線 新中野駅 12階建 築16年,賃貸マンション,東京都中野区本町５,東京メトロ丸ノ内線/新中野駅 歩6分,東京メトロ丸ノ内線/中野富士見町駅 歩6分,東京メトロ丸ノ内線/中野新橋駅 歩10分,築16年,12階建,10階,13.7万円,10000円,27.4万円/-/-/-,1LDK,40.71m
5528,３２１８,賃貸アパート,東京都中野区鷺宮４,西武新宿線/鷺ノ宮駅 歩7分,西武新宿線/都立家政駅 歩14分,西武新宿線/下井草駅 歩19分,築41年,2階建,1階,8万円,6000円,8万円/-/-/-,2K,38.88m
5529,西武新宿線 鷺ノ宮駅 2階建 築41年,賃貸アパート,東京都中野区鷺宮４,西武新宿線/鷺ノ宮駅 歩7分,西武新宿線/下井草駅 歩12分,西武池袋線/富士見台駅 歩20分,築41年,2階建,1階,8万円,6000円,8万円/-/-/-,2DK,38.8m
5530,大野コーポ,賃貸アパート,東京都中野区鷺宮４,西武新宿線/鷺ノ宮駅 歩7分,西武新宿線/下井草駅 歩14分,西武池袋線/富士見台駅 歩21分,築41年,2階建,1階,8万円,6000円,8万円/8万円/-/-,2DK,38.8m
5531,京王新線 幡ヶ谷駅 2階建 築36年,賃貸アパート,東京都中野区南台２,京王新線/幡ヶ谷駅 歩10分,東京メトロ丸ノ内線/中野富士見町駅 歩14分,京王線/笹塚駅 歩14分,築36年,2階建,1階,8.3万円,3000円,8.3万円/8.3万円/-/-,2K,37.1m
5532,京王新線 幡ヶ谷駅 2階建 築36年,賃貸アパート,東京都中野区南台２,京王新線/幡ヶ谷駅 歩12分,京王線/笹塚駅 歩14分,東京メトロ丸ノ内線/中野富士見町駅 歩14分,築36年,2階建,1階,8.3万円,3000円,8.3万円/8.3万円/-/-,2K,35m
5533,京王新線 幡ヶ谷駅 2階建 築36年,賃貸アパート,東京都中野区南台２,京王新線/幡ヶ谷駅 歩12分,京王線/笹塚駅 歩14分,東京メトロ丸ノ内線/中野富士見町駅 歩14分,築36年,2階建,1階,8.5万円,3000円,8.5万円/8.5万円/-/-,2K,34.7m
5534,伸栄コーポ若宮,賃貸アパート,東京都中野区若宮２,西武新宿線/都立家政駅 歩8分,西武新宿線/鷺ノ宮駅 歩10分,西武新宿線/野方駅 歩10分,築30年,2階建,2階,8.5万円,1000円,8.5万円/8.5万円/-/-,2DK,34.71m
5535,西武新宿線 野方駅 5階建 築52年,賃貸マンション,東京都中野区野方２,西武新宿線/野方駅 歩6分,ＪＲ中央線/高円寺駅 歩16分,西武新宿線/沼袋駅 歩10分,築52年,5階建,3階,8.3万円,3000円,8.3万円/-/-/-,2DK,34m
5536,Seila,賃貸アパート,東京都中野区上高田４,西武新宿線/新井薬師前駅 歩7分,東京メトロ東西線/落合駅 歩13分,都営大江戸線/東中野駅 歩16分,築10年,2階建,1階,8.4万円,2000円,8.4万円/8.4万円/-/-,1K,33.48m
5537,西武新宿線 新井薬師前駅 2階建 築10年,賃貸アパート,東京都中野区上高田４,西武新宿線/新井薬師前駅 歩7分,ＪＲ総武線/東中野駅 歩16分,東京メトロ東西線/落合駅 歩13分,築10年,2階建,1階,8.4万円,2000円,8.4万円/8.4万円/-/-,1K,33.48m
5538,第一グリーンハイツ,賃貸アパート,東京都中野区大和町３,ＪＲ中央線/高円寺駅 歩9分,西武新宿線/野方駅 歩16分,ＪＲ中央線/阿佐ヶ谷駅 歩17分,築35年,2階建,2階,8.5万円,1000円,8.5万円/8.5万円/-/-,1DK,33.05m
5539,ヴェルテーユ中野,賃貸マンション,東京都中野区野方４,西武新宿線/野方駅 歩7分,西武新宿線/沼袋駅 歩8分,西武新宿線/都立家政駅 歩18分,築27年,3階建,1階,8.3万円,3000円,8.3万円/8.3万円/-/-,1DK,32.4m
5540,ヴェルテーユ中野,賃貸マンション,東京都中野区野方４,西武新宿線/野方駅 歩7分,西武新宿線/沼袋駅 歩8分,西武新宿線/都立家政駅 歩18分,築27年,3階建,1階,8.3万円,5000円,8.3万円/8.3万円/-/-,1DK,32.4m
5541,西武新宿線 野方駅 3階建 築27年,賃貸マンション,東京都中野区野方４,西武新宿線/野方駅 歩5分,ＪＲ中央線/中野駅 歩20分,西武新宿線/沼袋駅 歩9分,築27年,3階建,1階,8.3万円,3000円,8.3万円/8.3万円/-/-,1DK,32.4m
5542,西武新宿線 野方駅 3階建 築27年,賃貸マンション,東京都中野区野方４,西武新宿線/野方駅 歩5分,ＪＲ中央線/中野駅 歩20分,西武新宿線/沼袋駅 歩9分,築27年,3階建,1階,8.3万円,5000円,8.3万円/8.3万円/-/-,1DK,32.4m
5543,めぐみマンション,賃貸マンション,東京都中野区新井５,ＪＲ中央線/中野駅 歩18分,西武新宿線/新井薬師前駅 歩3分,西武新宿線/沼袋駅 歩11分,築47年,4階建,3階,8.3万円,3000円,8.3万円/8.3万円/-/-,2K,31.35m
5544,コンフォ－ル,賃貸マンション,東京都中野区南台２,東京メトロ丸ノ内線/中野富士見町駅 歩12分,京王新線/幡ヶ谷駅 歩17分,都営大江戸線/西新宿五丁目駅 歩18分,築10年,3階建,1階,8.3万円,3000円,8.3万円/-/-/-,1K,27.83m
5545,第８さかえビル,賃貸マンション,東京都中野区新井５,ＪＲ中央線/中野駅 歩15分,西武新宿線/新井薬師前駅 歩2分,西武新宿線/沼袋駅 歩10分,築15年,4階建,4階,8.6万円,-,8.6万円/8.6万円/-/-,1K,27.2m
5546,フラッツα中野通り,賃貸マンション,東京都中野区松が丘２,西武新宿線/新井薬師前駅 歩7分,西武新宿線/沼袋駅 歩8分,ＪＲ中央線/中野駅 バス11分 (バス停)大下橋 歩1分,築6年,3階建,2階,8.3万円,3000円,8.3万円/8.3万円/-/-,1K,26.6m
5547,ＢＥＷＥＬ,賃貸マンション,東京都中野区沼袋１,西武新宿線/新井薬師前駅 歩5分,西武新宿線/沼袋駅 歩3分,ＪＲ中央線/中野駅 歩18分,築48年,8階建,4階,8.1万円,5000円,8.1万円/-/-/-,ワンルーム,26.44m
5548,ＢＥＷＥＬ,賃貸マンション,東京都中野区沼袋１,西武新宿線/新井薬師前駅 歩5分,西武新宿線/沼袋駅 歩3分,ＪＲ中央線/中野駅 歩18分,築48年,8階建,3階,8.5万円,5000円,8.5万円/8.5万円/-/-,ワンルーム,25.25m
