,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
1084,都営新宿線 篠崎駅 2階建 築20年,賃貸アパート,東京都江戸川区新堀２,都営新宿線/篠崎駅 歩15分,都営新宿線/瑞江駅 歩18分,都営新宿線/一之江駅 歩32分,築20年,2階建,1階,4.9万円,3000円,4.9万円/-/-/4.9万円,1K,20m
1085,都営新宿線 篠崎駅 2階建 築20年,賃貸アパート,東京都江戸川区新堀２,都営新宿線/篠崎駅 歩15分,都営新宿線/瑞江駅 歩18分,都営新宿線/一之江駅 歩32分,築20年,2階建,1階,5.1万円,3000円,5.1万円/-/-/5.1万円,1K,20m
1086,ひまわりハウスＡ・Ｂ,賃貸アパート,東京都江戸川区新堀２,都営新宿線/篠崎駅 歩15分,都営新宿線/瑞江駅 歩20分,都営新宿線/一之江駅 歩30分,築20年,2階建,1階,4.9万円,3000円,4.9万円/-/-/4.9万円,1K,20m
1087,パークホームズ,賃貸アパート,東京都江戸川区北葛西３,東京メトロ東西線/西葛西駅 歩11分,都営新宿線/船堀駅 歩21分,東京メトロ東西線/葛西駅 歩24分,築28年,2階建,1階,5万円,2000円,5万円/-/-/-,ワンルーム,19.87m
1088,第２アーバンモリ,賃貸アパート,東京都江戸川区東葛西６,東京メトロ東西線/葛西駅 歩10分,東京メトロ東西線/浦安駅 歩21分,None,築25年,2階建,2階,5.2万円,-,5.2万円/-/-/-,1K,19.83m
1089,東京メトロ東西線 葛西駅 3階建 築30年,賃貸マンション,東京都江戸川区東葛西４,東京メトロ東西線/葛西駅 歩16分,東京メトロ東西線/浦安駅 歩20分,None,築30年,3階建,2階,5.2万円,-,5.2万円/-/-/-,1K,19.8m
1090,シューロックＴＳ,賃貸アパート,東京都江戸川区東小岩２,ＪＲ総武線/小岩駅 歩18分,None,None,築27年,2階建,1階,5万円,2000円,5万円/-/-/-,1K,19.79m
1091,ジュネス北葛西,賃貸アパート,東京都江戸川区北葛西２,都営新宿線/船堀駅 歩18分,東京メトロ東西線/西葛西駅 歩18分,東京メトロ東西線/葛西駅 歩26分,築26年,2階建,2階,5.2万円,-,5.2万円/-/-/-,1K,19.61m
1092,松本ビル,賃貸マンション,東京都江戸川区南葛西６,ＪＲ京葉線/葛西臨海公園駅 歩18分,東京メトロ東西線/葛西駅 バス10分 (バス停)南葛西会館前 歩2分,None,築26年,6階建,3階,4.7万円,5000円,4.7万円/4.7万円/-/-,ワンルーム,19.44m
1093,松本ビル,賃貸マンション,東京都江戸川区南葛西６,ＪＲ京葉線/葛西臨海公園駅 歩18分,東京メトロ東西線/葛西駅 バス10分 (バス停)南葛西会館前 歩2分,None,築26年,6階建,4階,5万円,5000円,5万円/5万円/-/-,ワンルーム,19.44m
1094,松本ビル,賃貸マンション,東京都江戸川区南葛西６,ＪＲ京葉線/葛西臨海公園駅 歩18分,東京メトロ東西線/葛西駅 バス10分 (バス停)南葛西会館前 歩2分,None,築26年,6階建,4階,5万円,5000円,5万円/5万円/-/-,ワンルーム,19.44m
1095,松本ビル,賃貸マンション,東京都江戸川区南葛西６,ＪＲ京葉線/葛西臨海公園駅 歩18分,東京メトロ東西線/葛西駅 バス10分 (バス停)南葛西会館前 歩2分,None,築26年,6階建,4階,5万円,5000円,5万円/5万円/-/-,ワンルーム,19.44m
1096,松本ビル,賃貸マンション,東京都江戸川区南葛西６,ＪＲ京葉線/葛西臨海公園駅 歩18分,東京メトロ東西線/葛西駅 バス10分 (バス停)南葛西会館前 歩2分,None,築26年,6階建,6階,5.2万円,5000円,5.2万円/5.2万円/-/-,ワンルーム,19.44m
1097,鈴木荘,賃貸アパート,東京都江戸川区平井７,ＪＲ総武線/平井駅 歩13分,東武亀戸線/小村井駅 歩18分,東武亀戸線/東あずま駅 歩18分,築31年,2階建,2階,5.2万円,-,5.2万円/5.2万円/-/-,1K,19.44m
1098,ＪＲ総武線 平井駅 2階建 築31年,賃貸アパート,東京都江戸川区平井７,ＪＲ総武線/平井駅 歩13分,東武亀戸線/東あずま駅 歩19分,京成押上線/京成曳舟駅 歩25分,築31年,2階建,2階,5.2万円,-,5.2万円/5.2万円/-/-,1K,19.44m
