,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
74,東武大師線 大師前駅 2階建 築38年,賃貸アパート,東京都足立区西新井６,東武大師線/大師前駅 歩6分,日暮里・舎人ライナー/西新井大師西駅 歩11分,日暮里・舎人ライナー/江北駅 歩14分,築38年,2階建,2階,3.6万円,-,3.6万円/3.6万円/-/-,2K,23m
75,浜木荘,賃貸アパート,東京都足立区古千谷本町４,東武伊勢崎線/竹ノ塚駅 歩20分,東武伊勢崎線/谷塚駅 歩32分,日暮里・舎人ライナー/舎人駅 歩17分,築44年,2階建,2階,3.6万円,-,-/-/-/-,1K,20.25m
76,リマール六木１号棟,賃貸マンション,東京都足立区六木１,つくばエクスプレス/八潮駅 歩26分,つくばエクスプレス/六町駅 歩33分,東京メトロ千代田線/北綾瀬駅 歩30分,築27年,3階建,2階,3.4万円,2000円,-/-/-/-,1K,18.9m
77,東京メトロ千代田線 北綾瀬駅 2階建 築31年,賃貸アパート,東京都足立区大谷田５,東京メトロ千代田線/北綾瀬駅 歩20分,None,None,築31年,2階建,2階,3.4万円,2000円,3.4万円/-/-/-,1K,16.76m
78,ブランノーヴァ大谷田Ｉ,賃貸アパート,東京都足立区大谷田５,東京メトロ千代田線/北綾瀬駅 歩20分,東京メトロ千代田線/綾瀬駅 バス15分 (バス停)佐野2丁目 歩3分,ＪＲ常磐線/亀有駅 バス15分 (バス停)佐野2丁目 歩3分,築31年,2階建,2階,3.4万円,2000円,3.4万円/-/-/-,1K,16.76m
79,第一栄荘,賃貸アパート,東京都足立区谷在家１,日暮里・舎人ライナー/西新井大師西駅 歩5分,東武伊勢崎線/西新井駅 バス15分 (バス停)西新井5丁目 歩5分,東武大師線/大師前駅 歩19分,築64年,2階建,1階,3.5万円,2000円,3.5万円/-/-/-,2K,28.9m
80,原田荘,賃貸アパート,東京都足立区西新井本町３,日暮里・舎人ライナー/江北駅 歩13分,東武大師線/大師前駅 歩13分,日暮里・舎人ライナー/高野駅 歩17分,築51年,2階建,2階,3.7万円,-,3.7万円/3.7万円/-/-,1K,22.4m
81,小松荘,賃貸アパート,東京都足立区西新井２,東武大師線/大師前駅 歩8分,日暮里・舎人ライナー/西新井大師西駅 歩15分,東武伊勢崎線/西新井駅 歩18分,築43年,2階建,1階,3.5万円,2000円,3.5万円/3.5万円/-/-,1K,19.4m
82,エステラス雅,賃貸マンション,東京都足立区花畑４,東武伊勢崎線/竹ノ塚駅 バス15分 (バス停)花畑４丁目 歩5分,None,None,築26年,3階建,1階,3.5万円,2000円,3.5万円/3.5万円/-/-,1K,14.17m
83,エステラス雅,賃貸マンション,東京都足立区花畑４,東武伊勢崎線/竹ノ塚駅 バス15分 (バス停)花畑４丁目 歩5分,None,None,築26年,3階建,2階,3.8万円,2000円,3.8万円/3.8万円/-/-,1K,18.36m
84,ブルーメ花畑73,賃貸アパート,東京都足立区花畑６,東武バス/あいぐみ公園前 歩1分,東武バス/花畑４丁目 歩4分,None,築20年,2階建,2階,3.5万円,2000円,3.5万円/3.5万円/-/-,ワンルーム,17.36m
