,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
1052,東京メトロ東西線 茅場町駅 10階建 築15年,賃貸マンション,東京都中央区日本橋兜町,東京メトロ東西線/茅場町駅 歩2分,都営浅草線/日本橋駅 歩2分,東京メトロ銀座線/三越前駅 歩6分,築15年,10階建,7階,8.6万円,9000円,8.6万円/17.2万円/-/-,1K,21.63m
1053,東京メトロ東西線 茅場町駅 10階建 築15年,賃貸マンション,東京都中央区日本橋兜町,東京メトロ東西線/茅場町駅 歩2分,都営浅草線/日本橋駅 歩2分,東京メトロ銀座線/三越前駅 歩6分,築15年,10階建,7階,8.6万円,9000円,8.6万円/17.2万円/-/-,1K,21.63m
1054,東京メトロ東西線 茅場町駅 10階建 築15年,賃貸マンション,東京都中央区日本橋兜町,東京メトロ東西線/茅場町駅 歩2分,都営浅草線/日本橋駅 歩2分,東京メトロ銀座線/三越前駅 歩6分,築15年,10階建,2階,9万円,9000円,9万円/9万円/-/-,1K,25.49m
1055,エスペランサ銀座EAST,賃貸マンション,東京都中央区新富２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩5分,都営浅草線/東銀座駅 歩8分,築11年,7階建,4階,9万円,5000円,18万円/9万円/-/-,1K,24.08m
1056,エスペランサ銀座イースト,賃貸マンション,東京都中央区新富２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩5分,東京メトロ日比谷線/東銀座駅 歩8分,築11年,7階建,4階,9万円,5000円,18万円/9万円/-/-,1K,24.08m
1057,都営新宿線 浜町駅 11階建 築13年,賃貸マンション,東京都中央区東日本橋１,都営新宿線/浜町駅 歩3分,都営浅草線/東日本橋駅 歩4分,都営新宿線/馬喰横山駅 歩6分,築13年,11階建,3階,8.6万円,9000円,-/-/-/-,1K,23.7m
1058,メインステージ東日本橋II,賃貸マンション,東京都中央区東日本橋１,東京メトロ東西線/日本橋駅 歩2分,東京メトロ銀座線/三越前駅 歩3分,ＪＲ総武線快速/新日本橋駅 歩7分,築13年,11階建,3階,8.6万円,9000円,-/-/-/-,1K,23.7m
1059,都営大江戸線 月島駅 4階建 築15年,賃貸マンション,東京都中央区月島２,都営大江戸線/月島駅 歩1分,東京メトロ有楽町線/月島駅 歩1分,None,築15年,4階建,3階,8.5万円,10000円,8.5万円/-/-/8.5万円,ワンルーム,23.57m
1060,Ｆｉｎｅ　Ｓｔａｇｅ　Ｇｉｎｚａ　Ｅａｓｔ,賃貸マンション,東京都中央区新富２,東京メトロ有楽町線/新富町駅 歩2分,東京メトロ日比谷線/築地駅 歩4分,東京メトロ日比谷線/八丁堀駅 歩9分,築6年,6階建,2階,8.7万円,8000円,-/8.7万円/8.7万円/-,1K,23.16m
1061,ファインステージ銀座イースト,賃貸マンション,東京都中央区新富２,東京メトロ有楽町線/新富町駅 歩2分,東京メトロ日比谷線/築地駅 歩4分,東京メトロ銀座線/銀座駅 歩13分,築6年,6階建,2階,8.7万円,8000円,8.7万円/8.7万円/-/-,1K,23.16m
1062,東京メトロ有楽町線 新富町駅 6階建 築6年,賃貸マンション,東京都中央区新富２,東京メトロ有楽町線/新富町駅 歩2分,東京メトロ日比谷線/築地駅 歩4分,東京メトロ銀座線/銀座駅 歩13分,築6年,6階建,2階,8.7万円,8000円,8.7万円/8.7万円/-/-,1K,23.16m
1063,スカイコート日本橋人形町,賃貸マンション,東京都中央区日本橋堀留町１,都営浅草線/人形町駅 歩3分,東京メトロ日比谷線/小伝馬町駅 歩5分,都営新宿線/馬喰横山駅 歩9分,築20年,11階建,5階,8.9万円,6000円,8.9万円/8.9万円/-/-,1K,23.01m
1064,スカイコート日本橋人形町,賃貸マンション,東京都中央区日本橋堀留町１,都営浅草線/人形町駅 歩3分,東京メトロ日比谷線/小伝馬町駅 歩5分,都営新宿線/馬喰横山駅 歩9分,築20年,11階建,3階,8.8万円,10500円,-/8.8万円/-/-,1K,23.01m
1065,スカイコート日本橋人形町,賃貸マンション,東京都中央区日本橋堀留町１,都営浅草線/人形町駅 歩3分,東京メトロ日比谷線/小伝馬町駅 歩5分,都営新宿線/馬喰横山駅 歩9分,築20年,11階建,11階,9.1万円,8000円,-/9.1万円/-/-,1K,20.34m
1066,スカイコート日本橋人形町,賃貸マンション,東京都中央区日本橋堀留町１,都営浅草線/人形町駅 歩3分,東京メトロ日比谷線/小伝馬町駅 歩5分,都営新宿線/馬喰横山駅 歩9分,築20年,11階建,7階,9.2万円,8000円,-/9.2万円/-/-,1K,20.34m
1067,東京メトロ日比谷線 人形町駅 11階建 築20年,賃貸マンション,東京都中央区日本橋堀留町１,東京メトロ日比谷線/人形町駅 歩4分,東京メトロ日比谷線/小伝馬町駅 歩6分,東京メトロ半蔵門線/水天宮前駅 歩7分,築20年,11階建,5階,8.9万円,6000円,8.9万円/8.9万円/-/-,1K,23.01m
1068,東京メトロ日比谷線 人形町駅 11階建 築20年,賃貸マンション,東京都中央区日本橋堀留町１,東京メトロ日比谷線/人形町駅 歩4分,東京メトロ日比谷線/小伝馬町駅 歩6分,東京メトロ半蔵門線/水天宮前駅 歩7分,築20年,11階建,5階,8.9万円,6000円,8.9万円/8.9万円/-/-,1K,23.01m
1069,東京メトロ日比谷線 人形町駅 11階建 築20年,賃貸マンション,東京都中央区日本橋堀留町１,東京メトロ日比谷線/人形町駅 歩4分,東京メトロ日比谷線/小伝馬町駅 歩6分,東京メトロ半蔵門線/水天宮前駅 歩7分,築20年,11階建,7階,8.7万円,10500円,-/8.7万円/-/-,1K,20.34m
1070,東京メトロ日比谷線 人形町駅 11階建 築20年,賃貸マンション,東京都中央区日本橋堀留町１,東京メトロ日比谷線/人形町駅 歩4分,東京メトロ日比谷線/小伝馬町駅 歩6分,東京メトロ半蔵門線/水天宮前駅 歩7分,築20年,11階建,3階,8.8万円,10500円,-/8.8万円/-/-,1K,23.01m
1071,東京メトロ日比谷線 人形町駅 11階建 築20年,賃貸マンション,東京都中央区日本橋堀留町１,東京メトロ日比谷線/人形町駅 歩4分,東京メトロ日比谷線/小伝馬町駅 歩6分,東京メトロ半蔵門線/水天宮前駅 歩7分,築20年,11階建,11階,9.1万円,10500円,-/9.1万円/-/-,1K,20.34m
1072,東京メトロ日比谷線 人形町駅 11階建 築20年,賃貸マンション,東京都中央区日本橋堀留町１,東京メトロ日比谷線/人形町駅 歩4分,東京メトロ日比谷線/小伝馬町駅 歩6分,東京メトロ半蔵門線/水天宮前駅 歩7分,築20年,11階建,7階,9.2万円,10500円,-/9.2万円/-/-,1K,20.34m
1073,東京メトロ日比谷線 人形町駅 11階建 築20年,賃貸マンション,東京都中央区日本橋堀留町１,東京メトロ日比谷線/人形町駅 歩4分,東京メトロ日比谷線/小伝馬町駅 歩6分,東京メトロ半蔵門線/水天宮前駅 歩7分,築20年,11階建,2階,9.4万円,10500円,-/9.4万円/-/-,1K,23.01m
1074,ドルチェ銀座東弐番館,賃貸マンション,東京都中央区入船２,東京メトロ有楽町線/新富町駅 歩3分,東京メトロ日比谷線/八丁堀駅 歩5分,東京メトロ銀座線/京橋駅 歩14分,築10年,12階建,2階,8.7万円,8000円,8.7万円/8.7万円/-/-,1K,22.8m
1075,アンディーン月島,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩3分,都営大江戸線/勝どき駅 歩6分,東京メトロ日比谷線/築地駅 歩17分,築15年,地下1地上12階建,5階,8.8万円,7000円,8.8万円/8.8万円/-/-,1K,22.08m
1076,東京メトロ有楽町線 月島駅 12階建 築15年,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩1分,都営大江戸線/勝どき駅 歩6分,東京メトロ日比谷線/築地駅 歩22分,築15年,12階建,5階,8.8万円,7000円,8.8万円/8.8万円/-/-,1K,22.08m
1077,東京メトロ有楽町線 新富町駅 13階建 築10年,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,4階,8.6万円,9000円,8.6万円/12.9万円/-/-,1K,21.16m
1078,東京メトロ有楽町線 新富町駅 13階建 築10年,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,4階,8.6万円,9500円,8.6万円/12.9万円/-/-,1K,20.99m
1079,東京メトロ有楽町線 新富町駅 13階建 築10年,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,4階,8.6万円,9500円,8.6万円/12.9万円/-/-,1K,20.99m
1080,東京メトロ有楽町線 新富町駅 13階建 築10年,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,3階,8.7万円,9000円,8.7万円/17.4万円/-/-,1K,21.16m
1081,東京メトロ有楽町線 新富町駅 13階建 築10年,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,3階,8.7万円,9000円,8.7万円/17.4万円/-/-,1K,21.16m
1082,東京メトロ有楽町線 新富町駅 13階建 築10年,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,7階,9万円,9000円,9万円/9万円/-/-,1K,21.16m
1083,東京メトロ有楽町線 新富町駅 13階建 築10年,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,7階,9万円,9000円,9万円/9万円/-/-,1K,21.16m
1084,東京メトロ有楽町線 新富町駅 13階建 築10年,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,7階,9万円,9000円,9万円/13.5万円/-/-,1K,21.16m
1085,東京メトロ有楽町線 新富町駅 13階建 築10年,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,7階,9.5万円,7500円,9.5万円/19万円/-/-,1K,21.16m
1086,東京メトロ有楽町線 新富町駅 13階建 築10年,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,7階,9.5万円,7500円,9.5万円/14.25万円/-/-,1K,21.16m
1087,アヴァンティーク銀座2丁目参番館,賃貸マンション,東京都中央区銀座２,東京メトロ銀座線/銀座駅 歩6分,都営浅草線/東銀座駅 歩3分,東京メトロ有楽町線/銀座一丁目駅 歩4分,築13年,12階建,6階,9.05万円,4500円,9.05万円/9.05万円/-/-,1K,20.85m
1088,アヴァンティーク銀座2丁目参番館,賃貸マンション,東京都中央区銀座２,東京メトロ銀座線/銀座駅 歩6分,都営浅草線/東銀座駅 歩3分,東京メトロ有楽町線/銀座一丁目駅 歩4分,築13年,12階建,10階,9.25万円,4500円,9.25万円/9.25万円/-/-,1K,20.85m
1089,アヴァンティーク銀座2丁目参番館,賃貸マンション,東京都中央区銀座２,東京メトロ銀座線/銀座駅 歩6分,都営浅草線/東銀座駅 歩3分,東京メトロ有楽町線/銀座一丁目駅 歩4分,築13年,12階建,5階,9.4万円,5000円,9.4万円/9.4万円/-/9.4万円,1K,20.85m
1090,アヴァンティーク銀座2丁目参番館,賃貸マンション,東京都中央区銀座２,東京メトロ銀座線/銀座駅 歩6分,都営浅草線/東銀座駅 歩3分,東京メトロ有楽町線/銀座一丁目駅 歩4分,築13年,12階建,12階,10万円,10500円,-/10万円/-/-,1K,20.85m
1091,東京メトロ日比谷線 東銀座駅 12階建 築13年,賃貸マンション,東京都中央区銀座２,東京メトロ日比谷線/東銀座駅 歩3分,東京メトロ銀座線/銀座駅 歩6分,ＪＲ山手線/有楽町駅 歩9分,築13年,12階建,6階,9.05万円,4500円,9.05万円/9.05万円/-/-,1K,20.85m
1092,東京メトロ日比谷線 東銀座駅 12階建 築13年,賃貸マンション,東京都中央区銀座２,東京メトロ日比谷線/東銀座駅 歩3分,東京メトロ銀座線/銀座駅 歩6分,ＪＲ山手線/有楽町駅 歩9分,築13年,12階建,10階,9.25万円,4500円,9.25万円/9.25万円/-/-,1K,20.85m
1093,東京メトロ日比谷線 東銀座駅 12階建 築13年,賃貸マンション,東京都中央区銀座２,東京メトロ日比谷線/東銀座駅 歩3分,東京メトロ銀座線/銀座駅 歩6分,ＪＲ山手線/有楽町駅 歩9分,築13年,12階建,5階,9.4万円,5000円,9.4万円/9.4万円/-/9.4万円,1K,20.85m
1094,東京メトロ日比谷線 東銀座駅 12階建 築13年,賃貸マンション,東京都中央区銀座２,東京メトロ日比谷線/東銀座駅 歩3分,東京メトロ銀座線/銀座駅 歩6分,ＪＲ山手線/有楽町駅 歩9分,築13年,12階建,4階,9.4万円,5000円,9.4万円/9.4万円/-/-,1K,20.85m
1095,アーバイル新日本橋,賃貸マンション,東京都中央区日本橋本町４,ＪＲ山手線/神田駅 歩9分,ＪＲ総武線快速/新日本橋駅 歩2分,東京メトロ日比谷線/小伝馬町駅 歩3分,築14年,7階建,5階,8.7万円,8000円,-/8.7万円/-/-,1K,20.51m
1096,アーバイル新日本橋,賃貸マンション,東京都中央区日本橋本町４,ＪＲ山手線/神田駅 歩9分,ＪＲ総武線快速/新日本橋駅 歩2分,東京メトロ日比谷線/小伝馬町駅 歩3分,築14年,7階建,5階,9.2万円,8000円,-/9.2万円/-/-,1K,20.51m
1097,アーバイル新日本橋,賃貸マンション,東京都中央区日本橋本町４,ＪＲ山手線/神田駅 歩9分,ＪＲ総武線快速/新日本橋駅 歩2分,東京メトロ日比谷線/小伝馬町駅 歩3分,築14年,7階建,5階,9.2万円,10500円,-/9.2万円/-/-,1K,20.51m
1098,ニューシティアパートメンツ月島,賃貸マンション,東京都中央区佃２,東京メトロ有楽町線/月島駅 歩3分,ＪＲ京葉線/越中島駅 歩12分,東京メトロ有楽町線/新富町駅 歩15分,築13年,8階建,6階,8.8万円,7000円,8.8万円/-/-/8.8万円,1K,20.03m
1099,東京メトロ有楽町線 月島駅 8階建 築13年,賃貸マンション,東京都中央区佃２,東京メトロ有楽町線/月島駅 歩3分,ＪＲ京葉線/越中島駅 歩9分,東京メトロ日比谷線/八丁堀駅 歩18分,築13年,8階建,6階,8.8万円,7000円,8.8万円/-/-/8.8万円,1K,20.03m
1100,サンシティ月島アヴァンツァーレ,賃貸マンション,東京都中央区月島１,東京メトロ有楽町線/月島駅 歩4分,都営大江戸線/勝どき駅 歩4分,東京メトロ有楽町線/新富町駅 歩18分,築18年,9階建,3階,8.7万円,8000円,8.7万円/-/-/-,1K,19.99m
1101,サンシティ月島アヴァンツァーレ,賃貸マンション,東京都中央区月島１,東京メトロ有楽町線/月島駅 歩4分,都営大江戸線/勝どき駅 歩4分,東京メトロ有楽町線/新富町駅 歩18分,築18年,9階建,3階,8.8万円,8000円,8.8万円/8.8万円/-/-,1K,19.99m
1102,フォルトゥナ日本橋,賃貸マンション,東京都中央区日本橋小舟町,東京メトロ日比谷線/人形町駅 歩6分,東京メトロ銀座線/三越前駅 歩6分,東京メトロ日比谷線/小伝馬町駅 歩7分,築17年,11階建,4階,8.5万円,10500円,-/8.5万円/-/-,1K,19.28m
1103,フォルトゥナ日本橋,賃貸マンション,東京都中央区日本橋小舟町,東京メトロ日比谷線/人形町駅 歩6分,東京メトロ銀座線/三越前駅 歩6分,東京メトロ日比谷線/小伝馬町駅 歩7分,築17年,11階建,2階,8.5万円,10500円,-/8.5万円/-/-,1K,19.28m
1104,フォルトゥナ日本橋,賃貸マンション,東京都中央区日本橋小舟町,東京メトロ日比谷線/人形町駅 歩6分,東京メトロ銀座線/三越前駅 歩6分,東京メトロ日比谷線/小伝馬町駅 歩7分,築17年,11階建,5階,8.9万円,10500円,-/8.9万円/-/-,1K,19.28m
1105,フォルトゥナ日本橋,賃貸マンション,東京都中央区日本橋小舟町,東京メトロ日比谷線/人形町駅 歩6分,東京メトロ銀座線/三越前駅 歩6分,東京メトロ日比谷線/小伝馬町駅 歩7分,築17年,11階建,10階,9.8万円,12000円,9.8万円/9.8万円/-/-,1K,23.92m
1106,東京メトロ日比谷線 茅場町駅 13階建 築14年,賃貸マンション,東京都中央区日本橋蛎殻町１,東京メトロ日比谷線/茅場町駅 歩8分,東京メトロ半蔵門線/水天宮前駅 歩2分,都営浅草線/人形町駅 歩8分,築14年,13階建,6階,8.5万円,10500円,-/8.5万円/-/-,1K,21.75m
1107,東京メトロ日比谷線 茅場町駅 13階建 築14年,賃貸マンション,東京都中央区日本橋蛎殻町１,東京メトロ日比谷線/茅場町駅 歩8分,東京メトロ半蔵門線/水天宮前駅 歩2分,都営浅草線/人形町駅 歩8分,築14年,13階建,6階,8.8万円,10500円,-/8.8万円/-/-,1K,19.99m
1108,ガーラ・ステーション新富町,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,4階,8.6万円,9500円,8.6万円/17.2万円/-/-,1K,20.99m
1109,ガーラ・ステーション新富町,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,4階,8.6万円,9500円,8.6万円/17.2万円/-/-,1K,20.99m
1110,ガーラ・ステーション新富町,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,3階,8.7万円,9000円,8.7万円/17.4万円/-/-,1K,21.16m
1111,ガーラ・ステーション新富町,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,3階,8.7万円,9000円,8.7万円/17.4万円/-/-,1K,21.16m
1112,ガーラ・ステーション新富町,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,7階,9万円,9000円,9万円/13.5万円/-/-,1K,21.16m
1113,ガーラ・ステーション新富町,賃貸マンション,東京都中央区築地２,東京メトロ有楽町線/新富町駅 歩1分,東京メトロ日比谷線/築地駅 歩2分,都営浅草線/東銀座駅 歩8分,築10年,13階建,7階,9.5万円,7500円,9.5万円/14.25万円/-/-,1K,21.16m
1114,都営浅草線 東日本橋駅 12階建 築19年,賃貸マンション,東京都中央区東日本橋１,都営浅草線/東日本橋駅 歩1分,都営新宿線/馬喰横山駅 歩2分,ＪＲ総武線快速/馬喰町駅 歩4分,築19年,12階建,4階,8.5万円,10500円,-/8.5万円/-/-,1K,20.62m
1115,都営浅草線 東日本橋駅 12階建 築19年,賃貸マンション,東京都中央区東日本橋１,都営浅草線/東日本橋駅 歩1分,都営新宿線/馬喰横山駅 歩2分,ＪＲ総武線快速/馬喰町駅 歩4分,築19年,12階建,10階,9.2万円,10500円,-/9.2万円/-/-,1K,20.62m
1116,東京メトロ東西線 茅場町駅 11階建 築19年,賃貸マンション,東京都中央区新川１,東京メトロ東西線/茅場町駅 歩6分,東京メトロ半蔵門線/水天宮前駅 歩8分,東京メトロ銀座線/日本橋駅 歩12分,築19年,11階建,2階,8.5万円,10500円,-/8.5万円/-/-,1K,20.25m
1117,東京メトロ東西線 茅場町駅 11階建 築19年,賃貸マンション,東京都中央区新川１,東京メトロ東西線/茅場町駅 歩6分,東京メトロ半蔵門線/水天宮前駅 歩8分,東京メトロ銀座線/日本橋駅 歩12分,築19年,11階建,7階,9.1万円,10500円,-/9.1万円/-/-,1K,19.77m
1118,スカイコート日本橋人形町第2,賃貸マンション,東京都中央区日本橋人形町３,東京メトロ日比谷線/人形町駅 歩1分,東京メトロ半蔵門線/水天宮前駅 歩6分,都営新宿線/浜町駅 歩7分,築19年,10階建,6階,8.5万円,10500円,-/8.5万円/-/-,1K,18.91m
1119,フィオーレ月島,賃貸マンション,東京都中央区佃２,東京メトロ有楽町線/月島駅 歩4分,東京メトロ東西線/門前仲町駅 歩14分,都営大江戸線/勝どき駅 歩14分,築25年,5階建,3階,9.6万円,-,9.6万円/19.2万円/-/-,1K,29.04m
1120,フィオーレ月島,賃貸マンション,東京都中央区佃２,東京メトロ有楽町線/月島駅 歩4分,東京メトロ東西線/門前仲町駅 歩14分,都営大江戸線/勝どき駅 歩14分,築25年,5階建,3階,15.4万円,-,15.4万円/30.8万円/-/-,2LDK,54.26m
1121,東京メトロ有楽町線 月島駅 5階建 築25年,賃貸マンション,東京都中央区佃２,東京メトロ有楽町線/月島駅 歩4分,都営大江戸線/月島駅 歩4分,ＪＲ京葉線/越中島駅 歩11分,築25年,5階建,3階,9.6万円,-,9.6万円/19.2万円/-/-,1K,29.04m
1122,東京メトロ有楽町線 月島駅 5階建 築25年,賃貸マンション,東京都中央区佃２,東京メトロ有楽町線/月島駅 歩4分,都営大江戸線/月島駅 歩4分,ＪＲ京葉線/越中島駅 歩11分,築25年,5階建,4階,9.7万円,-,9.7万円/19.4万円/-/-,1K,28.35m
1123,東京メトロ有楽町線 月島駅 5階建 築25年,賃貸マンション,東京都中央区佃２,東京メトロ有楽町線/月島駅 歩4分,都営大江戸線/月島駅 歩4分,ＪＲ京葉線/越中島駅 歩11分,築25年,5階建,3階,15.4万円,-,15.4万円/30.8万円/-/-,2LDK,54.26m
1124,東京メトロ有楽町線 新富町駅 11階建 築12年,賃貸マンション,東京都中央区入船２,東京メトロ有楽町線/新富町駅 歩4分,東京メトロ日比谷線/八丁堀駅 歩5分,東京メトロ東西線/茅場町駅 歩10分,築12年,11階建,9階,8.8万円,8000円,8.8万円/8.8万円/-/-,1K,21.75m
1125,東京メトロ有楽町線 新富町駅 11階建 築12年,賃貸マンション,東京都中央区入船２,東京メトロ有楽町線/新富町駅 歩4分,東京メトロ日比谷線/八丁堀駅 歩5分,東京メトロ東西線/茅場町駅 歩10分,築12年,11階建,3階,8.9万円,10500円,-/8.9万円/-/-,1K,21.75m
1126,東京メトロ有楽町線 新富町駅 11階建 築12年,賃貸マンション,東京都中央区入船２,東京メトロ有楽町線/新富町駅 歩4分,東京メトロ日比谷線/八丁堀駅 歩5分,東京メトロ東西線/茅場町駅 歩10分,築12年,11階建,7階,9.65万円,8000円,-/9.65万円/-/-,1K,21.75m
1127,東京メトロ有楽町線 新富町駅 11階建 築12年,賃貸マンション,東京都中央区入船２,東京メトロ有楽町線/新富町駅 歩4分,東京メトロ日比谷線/八丁堀駅 歩5分,東京メトロ東西線/茅場町駅 歩10分,築12年,11階建,5階,17.2万円,10500円,-/17.2万円/-/-,1LDK,43.5m
1128,東京メトロ有楽町線 新富町駅 11階建 築12年,賃貸マンション,東京都中央区入船２,東京メトロ有楽町線/新富町駅 歩4分,東京メトロ日比谷線/八丁堀駅 歩5分,東京メトロ東西線/茅場町駅 歩10分,築12年,11階建,10階,17.6万円,8000円,17.6万円/17.6万円/-/-,1LDK,43.5m
1129,レジディア三越前,賃貸マンション,東京都中央区日本橋本町３,ＪＲ総武線快速/新日本橋駅 歩2分,東京メトロ銀座線/三越前駅 歩4分,東京メトロ日比谷線/小伝馬町駅 歩6分,築13年,15階建,5階,8.8万円,8000円,8.8万円/8.8万円/-/-,1K,20.05m
1130,レジディア三越前,賃貸マンション,東京都中央区日本橋本町３,ＪＲ総武線快速/新日本橋駅 歩2分,東京メトロ銀座線/三越前駅 歩4分,東京メトロ日比谷線/小伝馬町駅 歩6分,築13年,15階建,15階,15.9万円,10000円,31.8万円/15.9万円/-/-,1LDK,43.47m
1131,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,3階,8.8万円,8000円,17.6万円/8.8万円/-/-,1K,21.02m
1132,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,2階,8.8万円,8000円,17.6万円/8.8万円/-/-,1K,21.01m
1133,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,2階,8.9万円,8000円,8.9万円/8.9万円/-/-,1K,21m
1134,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,3階,9万円,8000円,18万円/9万円/-/-,1K,21.02m
1135,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,7階,9.1万円,8000円,9.1万円/9.1万円/-/-,1K,21.01m
1136,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,9階,9.4万円,8000円,18.8万円/9.4万円/-/-,1K,21m
1137,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,8階,9.4万円,8000円,18.8万円/9.4万円/-/-,1K,21m
1138,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,9階,9.4万円,8000円,18.8万円/9.4万円/-/-,1K,21m
1139,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,10階,9.5万円,8000円,9.5万円/9.5万円/-/-,1K,21m
1140,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,4階,14.9万円,10000円,14.9万円/14.9万円/-/-,1LDK,40.21m
1141,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,10階,15.3万円,10000円,15.3万円/15.3万円/-/-,1LDK,40.21m
1142,レジディア月島III,賃貸マンション,東京都中央区月島３,東京メトロ有楽町線/月島駅 歩5分,都営大江戸線/月島駅 歩5分,都営大江戸線/勝どき駅 歩8分,築10年,12階建,10階,15.9万円,10000円,31.8万円/15.9万円/-/-,1LDK,42m
1143,東京メトロ有楽町線 新富町駅 7階建 築14年,賃貸マンション,東京都中央区湊３,東京メトロ有楽町線/新富町駅 歩6分,ＪＲ京葉線/八丁堀駅 歩7分,東京メトロ日比谷線/築地駅 歩10分,築14年,7階建,4階,8.7万円,9000円,8.7万円/8.7万円/-/-,1K,23.3m
